Fold,SBS_Best_Models
0,COMOLSD
1,MOEAD
2,COMOLSD
3,MOEAD
4,COMOLSD
5,COMOLSD
6,COMOLSD
7,MOEAD
8,MOEAD
9,COMOLSD
10,COMOLSD
11,MOEAD
12,MOEAD
13,MOEAD
14,COMOLSD
15,MOEAD
16,COMOLSD
17,COMOLSD
18,MOEAD
19,COMOLSD
20,MOEAD
21,COMOLSD
22,COMOLSD
23,MOEAD
24,MOEAD
25,COMOLSD
26,COMOLSD
27,MOEAD
28,MOEAD
29,COMOLSD
30,COMOLSD
31,MOEAD
32,MOEAD
33,COMOLSD
34,MOEAD
35,MOEAD
36,COMOLSD
37,MOEAD
38,COMOLSD
39,MOEAD
40,COMOLSD
41,MOEAD
42,MOEAD
43,MOEAD
44,COMOLSD
45,COMOLSD
46,MOEAD
47,COMOLSD
48,COMOLSD
49,MOEAD
50,COMOLSD
51,COMOLSD
52,MOEAD
53,MOEAD
54,MOEAD
55,COMOLSD
56,COMOLSD
57,MOEAD
58,COMOLSD
59,MOEAD
60,COMOLSD
61,MOEAD
62,MOEAD
63,COMOLSD
64,COMOLSD
65,MOEAD
66,MOEAD
67,COMOLSD
68,COMOLSD
69,COMOLSD
70,COMOLSD
71,COMOLSD
72,COMOLSD
73,MOEAD
74,COMOLSD
75,COMOLSD
76,COMOLSD
77,MOEAD
78,MOEAD
79,COMOLSD
80,COMOLSD
81,MOEAD
82,MOEAD
83,MOEAD
84,COMOLSD
85,COMOLSD
86,COMOLSD
87,COMOLSD
88,MOEAD
89,COMOLSD
90,MOEAD
91,COMOLSD
92,COMOLSD
93,COMOLSD
94,COMOLSD
95,COMOLSD
96,MOEAD
97,COMOLSD
98,COMOLSD
99,COMOLSD
