Fold,SBS_Best_Models
0,COMOLSD
1,MOEAD
2,COMOLSD
3,COMOLSD
4,COMOLSD
5,COMOLSD
6,COMOLSD
7,COMOLSD
8,COMOLSD
9,COMOLSD
10,COMOLSD
11,MOEAD
12,COMOLSD
13,COMOLSD
14,COMOLSD
15,MOEAD
16,COMOLSD
17,MOEAD
18,COMOLSD
19,MOEAD
20,COMOLSD
21,COMOLSD
22,COMOLSD
23,COMOLSD
24,MOEAD
25,MOEAD
26,COMOLSD
27,MOEAD
28,MOEAD
29,COMOLSD
30,MOEAD
31,COMOLSD
32,COMOLSD
33,MOEAD
34,MOEAD
35,COMOLSD
36,COMOLSD
37,COMOLSD
38,COMOLSD
39,COMOLSD
40,MOEAD
41,MOEAD
42,MOEAD
43,COMOLSD
44,COMOLSD
45,MOEAD
46,COMOLSD
47,COMOLSD
48,MOEAD
49,COMOLSD
50,COMOLSD
51,COMOLSD
52,MOEAD
53,COMOLSD
54,COMOLSD
55,COMOLSD
56,COMOLSD
57,COMOLSD
58,COMOLSD
59,MOEAD
60,MOEAD
61,COMOLSD
62,MOEAD
63,MOEAD
64,COMOLSD
65,MOEAD
66,MOEAD
67,MOEAD
68,COMOLSD
69,COMOLSD
70,MOEAD
71,COMOLSD
72,COMOLSD
73,COMOLSD
74,MOEAD
75,COMOLSD
76,MOEAD
77,COMOLSD
78,COMOLSD
79,MOEAD
80,COMOLSD
81,MOEAD
82,COMOLSD
83,COMOLSD
84,MOEAD
85,COMOLSD
86,MOEAD
87,COMOLSD
88,COMOLSD
89,COMOLSD
90,MOEAD
91,MOEAD
92,MOEAD
93,COMOLSD
94,MOEAD
95,COMOLSD
96,MOEAD
97,COMOLSD
98,MOEAD
99,MOEAD
