Instance,SBS_Prediction
71,0.7192050073849162
129,0.7318578957800456
22,0.6951858014062883
183,0.7653084462593661
429,0.6447855883279946
64,0.6448664181396464
481,0.7471949304629552
241,0.7643092354555455
281,0.7252735989607431
84,0.7412533706908664
161,0.8011748954146439
103,0.6277801029799858
209,0.6226868818896247
206,0.6322361441703274
244,0.6281595682854991
336,0.6345352348800897
331,0.6191033284860985
0,0.639089990525404
261,0.63454617902064
504,0.6323043511958477
407,0.6116504321633989
440,0.6379824800196924
230,0.6389739661330066
430,0.6251687753584074
A,0.6337514968216892
357,0.6333579845725049
202,0.6283213186994202
345,0.6268623711878033
232,0.6258438055635185
127,0.6531116338338185
20,0.6400221177474088
387,0.6569986696376708
67,0.6226213003424624
502,0.6245856296164839
94,0.6348717777572815
74,0.629225238388796
23,0.6303765427883793
156,0.6163652267917433
394,0.6364296705833227
121,0.6321989150715933
242,0.6388788494694396
80,0.6322027851388686
11,0.6189260786289909
59,0.6431550240704632
179,0.6453153588736873
427,0.6481683542157834
340,0.6457724094326579
137,0.6323958350324809
366,0.6267089021614122
322,0.6285329421809013
81,0.6318904333670412
237,0.635420839175266
69,0.6400975909616163
239,0.6275238966438931
497,0.6308319634154936
496,0.6165902927750442
92,0.6296270488033627
168,0.6385602622609148
14,0.6305540804391467
367,0.6310707716538438
247,0.6139935309627917
