r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.0020742119,0.0019769976,0.0020491156,0.0018118359,0.0019109288,0.0019550797
50%,0.0020253758,0.0020606976,0.0019630399,0.0019174829,0.0021066966,0.0019917040
25%,0.0020134925,0.0020247433,0.0019941588,0.0019051177,0.0020012828,0.0019778630
10%,0.0019492396,0.0020145328,0.0020849109,0.0020238237,0.002092332,0.0019624444
5%,0.0020087952,0.0019545158,0.0020459425,0.0019691766,0.0019758273,0.0019907134
