r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.1062495815,0.1042761903,0.1129384326,0.0971178319,0.0993373056,0.0894911630
50%,0.0975518211,0.1209443347,0.0928673014,0.1061930045,0.1141594127,0.0889077807
25%,0.1005369484,0.1052245104,0.1010969236,0.0956001249,0.105714898,0.0926750143
10%,0.0928124431,0.1047816814,0.1163695732,0.1093523123,0.1042087177,0.1061573879
5%,0.0963863229,0.1093272048,0.111214341,0.1123309617,0.1023342859,0.1036326987
