r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.0029313696,0.0026416043,0.002874182,0.0029324791,0.0028754979,0.0033966576
50%,0.0029325578,0.00275911,0.0031652197,0.0025848328,0.0029323281,0.0031062073
25%,0.0035695223,0.0033402965,0.0029326531,0.0029908227,0.0032247632,0.0031080106
10%,0.0026989176,0.0030478104,0.0028737274,0.0027591197,0.0028158638,0.0032210101
5%,0.0029312866,0.0033967677,0.0034554562,0.003339565,0.0033396769,0.0032245716
