r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.9771608333,0.9817275362,0.9783475221,0.9770671501,0.9752073165,0.9657837149
50%,0.9776514335,0.9783378142,0.9740584237,0.9812222011,0.9757237093,0.9737909611
25%,0.9610204941,0.9681714104,0.9745706239,0.9761920139,0.9670199977,0.9726743326
10%,0.9802555531,0.9712616517,0.9770538714,0.9782282096,0.9807107066,0.9695340070
5%,0.975964966,0.9716743028,0.9668355147,0.9706242517,0.9723117336,0.9734390098
