r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,8.5929e-06,6.9781e-06,8.2609e-06,8.5994e-06,8.2685e-06,0.0000115373
50%,8.5999e-06,7.6127e-06,1.00186e-05,6.6814e-06,8.5985e-06,0.0000096485
25%,1.27415e-05,1.11576e-05,8.6005e-06,8.945e-06,1.03991e-05,0.0000096597
10%,7.2842e-06,9.2891e-06,8.2583e-06,7.6127e-06,7.9291e-06,0.0000103749
5%,8.5924e-06,1.1538e-05,1.19402e-05,1.11527e-05,1.11534e-05,0.0000103979
