Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
135,0.5157291667,0.1491154111,0.9444434359,1.9542739875,-0.1700430417,0.1332291667,0.1105808037,0.9490009483,2.3517244149,0.7441326373,0.3510416667,0.0570357922,0.5948574782,2.2588202821,-0.3285998065,0.3510416667,0.0570357922,0.5948574782,2.2588202821,-0.3285998065
