Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
D,0.2440000000,0.1134195750,-0.0638565113,2.2559033192,0.3953093713,0.2120000000,0.1177115118,0.2877728432,2.8320088112,0.2081261629,0.5440000000,0.1498799520,-0.1773754585,2.3723184065,0.2939104362,0.5440000000,0.1498799520,-0.1773754585,2.3723184065,0.2939104362
