Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
I,0.2340000000,0.0348425028,-0.3189981875,2.6692717310,-0.8932168632,0.2690000000,0.0305614136,-0.5500130582,1.3529820394,-0.4071557353,0.4970000000,0.0304302481,0.5891835673,1.3114326232,-0.0466314463,0.4970000000,0.0304302481,0.5891835673,1.3114326232,-0.0466314463
