Generation 0 | Revalues: 100 | GridSize: 6
Generation 1 | Revalues: 9240 | GridSize: 103
Generation 2 | Revalues: 11690 | GridSize: 103
Generation 3 | Revalues: 19170 | GridSize: 97
Generation 4 | Revalues: 21540 | GridSize: 80
Generation 5 | Revalues: 24280 | GridSize: 95
Generation 6 | Revalues: 25860 | GridSize: 99
Generation 7 | Revalues: 27180 | GridSize: 98
Generation 8 | Revalues: 28390 | GridSize: 111
Generation 9 | Revalues: 29480 | GridSize: 109
Generation 10 | Revalues: 30810 | GridSize: 111
Generation 11 | Revalues: 32030 | GridSize: 117
Generation 12 | Revalues: 33260 | GridSize: 117
Generation 13 | Revalues: 34900 | GridSize: 115
Generation 14 | Revalues: 36650 | GridSize: 122
Generation 15 | Revalues: 37660 | GridSize: 124
Generation 16 | Revalues: 39480 | GridSize: 120
Generation 17 | Revalues: 41040 | GridSize: 125
Generation 18 | Revalues: 42220 | GridSize: 121
Generation 19 | Revalues: 43380 | GridSize: 123
Generation 20 | Revalues: 44430 | GridSize: 126
Generation 21 | Revalues: 45620 | GridSize: 128
Generation 22 | Revalues: 46690 | GridSize: 131
Generation 23 | Revalues: 48030 | GridSize: 125
Generation 24 | Revalues: 49340 | GridSize: 122
Generation 25 | Revalues: 50360 | GridSize: 125
Generation 26 | Revalues: 51560 | GridSize: 132
Generation 27 | Revalues: 52970 | GridSize: 133
Generation 28 | Revalues: 54220 | GridSize: 134
Generation 29 | Revalues: 55370 | GridSize: 139
Generation 30 | Revalues: 56420 | GridSize: 148
Generation 31 | Revalues: 57460 | GridSize: 141
Generation 32 | Revalues: 58750 | GridSize: 138
Generation 33 | Revalues: 59830 | GridSize: 141
Generation 34 | Revalues: 60930 | GridSize: 136
Generation 35 | Revalues: 62830 | GridSize: 123
Generation 36 | Revalues: 63970 | GridSize: 126
Generation 37 | Revalues: 65080 | GridSize: 123
Generation 38 | Revalues: 66180 | GridSize: 125
Generation 39 | Revalues: 67210 | GridSize: 134
Generation 40 | Revalues: 68800 | GridSize: 135
Generation 41 | Revalues: 70520 | GridSize: 143
Generation 42 | Revalues: 71800 | GridSize: 144
Generation 43 | Revalues: 72880 | GridSize: 146
Generation 44 | Revalues: 73990 | GridSize: 137
Generation 45 | Revalues: 75020 | GridSize: 142
Generation 46 | Revalues: 76120 | GridSize: 147
Generation 47 | Revalues: 77260 | GridSize: 149
Generation 48 | Revalues: 78510 | GridSize: 156
Generation 49 | Revalues: 79650 | GridSize: 155
Generation 50 | Revalues: 80860 | GridSize: 157
Generation 51 | Revalues: 82000 | GridSize: 165
Generation 52 | Revalues: 83690 | GridSize: 164
Generation 53 | Revalues: 84780 | GridSize: 163
Generation 54 | Revalues: 86120 | GridSize: 156
Generation 55 | Revalues: 87180 | GridSize: 160
Generation 56 | Revalues: 88290 | GridSize: 162
Generation 57 | Revalues: 89380 | GridSize: 165
Generation 58 | Revalues: 90430 | GridSize: 162
Generation 59 | Revalues: 91470 | GridSize: 162
Generation 60 | Revalues: 92990 | GridSize: 151
Generation 61 | Revalues: 94110 | GridSize: 145
Generation 62 | Revalues: 95220 | GridSize: 141
Generation 63 | Revalues: 96520 | GridSize: 141
Generation 64 | Revalues: 97610 | GridSize: 138
Generation 65 | Revalues: 98730 | GridSize: 138
Generation 66 | Revalues: 99950 | GridSize: 137
Generation 67 | Revalues: 101160 | GridSize: 139
Generation 68 | Revalues: 102190 | GridSize: 139
Generation 69 | Revalues: 103330 | GridSize: 137
Generation 70 | Revalues: 104440 | GridSize: 141
Generation 71 | Revalues: 105460 | GridSize: 144
Generation 72 | Revalues: 106630 | GridSize: 150
Generation 73 | Revalues: 107760 | GridSize: 149
Generation 74 | Revalues: 108890 | GridSize: 154
Generation 75 | Revalues: 110150 | GridSize: 154
Generation 76 | Revalues: 111230 | GridSize: 155
Generation 77 | Revalues: 112890 | GridSize: 155
Generation 78 | Revalues: 114020 | GridSize: 155
Generation 79 | Revalues: 115490 | GridSize: 156
Generation 80 | Revalues: 116530 | GridSize: 160
Generation 81 | Revalues: 118470 | GridSize: 159
Generation 82 | Revalues: 119540 | GridSize: 162
Generation 83 | Revalues: 120620 | GridSize: 167
Generation 84 | Revalues: 121900 | GridSize: 167
Generation 85 | Revalues: 122940 | GridSize: 169
