Feature,Importance
SUP_r1,0.19314888027809005
INC_avg,0.1815282427820775
SUP_avg,0.11138567458040871
SUP_sd,0.10138799941818656
IND_r1,0.08494305726765315
INF_avg,0.0713865708537783
IND_sd,0.039423003911496494
INF_r1,0.038447290914400856
INF_sd,0.03683394733266251
INC_sd,0.03646553925921655
INC_r1,0.021499723091166253
IND_kr,0.01807253408986401
INF_sk,0.017475791965939503
IND_avg,0.014522030394420606
INF_kr,0.011862673548681868
IND_sk,0.0073502727078067435
SUP_sk,0.004510147331531513
INC_kr,0.003408986459665709
INC_sk,0.003386642728427076
SUP_kr,0.002960991084526141
