Feature,Importance
SUP_avg,0.3028587334655361
INC_avg,0.126818909136071
INF_sd,0.11377646487531172
IND_r1,0.09268026313211211
IND_avg,0.052019730767293444
SUP_sd,0.050021529851356446
INF_kr,0.03669654282926967
INF_avg,0.03241640811829164
IND_sd,0.02971764653105085
SUP_r1,0.028397978959431764
INF_r1,0.027025427379113225
IND_sk,0.0194757812955571
SUP_kr,0.01903906607423261
INC_r1,0.016595020484372038
INC_kr,0.013342546166483853
IND_kr,0.010592513114392712
INC_sd,0.010502028021476493
INF_sk,0.008781478115190401
INC_sk,0.005816942938324096
SUP_sk,0.0034249887451326716
