Feature,Importance
SUP_sd,0.27434185613988293
INC_r1,0.09555022370110411
SUP_avg,0.08629269389326297
IND_sd,0.07545190559195458
INF_kr,0.059999714158945366
INC_sk,0.04993975509879342
INF_r1,0.041704550096318495
SUP_r1,0.04125963923979761
IND_sk,0.04043904384693714
INC_kr,0.0401793252951334
INF_sd,0.038217608695417404
IND_kr,0.02600715779082186
INF_sk,0.024573283711865797
INC_avg,0.02364059571314332
SUP_kr,0.022387510423383293
INF_avg,0.019028064185988597
SUP_sk,0.018258843777403427
IND_r1,0.011011646438688197
INC_sd,0.006130037638927324
IND_avg,0.005586544562230769
