Feature,Importance
INF_sd,0.3460104860904152
INC_avg,0.11758267235258726
INF_avg,0.11412620151341836
IND_avg,0.08233520041977041
IND_r1,0.05173350006347983
INF_kr,0.04729636626004375
INC_sk,0.04625148042871761
SUP_sd,0.03959171234036635
SUP_r1,0.034728484447695725
INC_kr,0.019037549841682412
SUP_avg,0.017367153009494478
IND_sk,0.015194583145702626
INF_r1,0.01234023686115133
INC_r1,0.01112039474909278
IND_kr,0.009438101127473439
INC_sd,0.009003503612472182
SUP_sk,0.007405180271488799
SUP_kr,0.007019608099629037
IND_sd,0.006584201947528374
INF_sk,0.005833383417790039
