Fold,SBS_Best_Models
0,COMOLSD
1,MOEAD
2,MOEAD
3,COMOLSD
4,MOEAD
5,MOEAD
6,COMOLSD
7,COMOLSD
8,MOEAD
9,MOEAD
10,COMOLSD
11,COMOLSD
12,MOEAD
13,MOEAD
14,MOEAD
15,MOEAD
16,COMOLSD
17,MOEAD
18,MOEAD
19,COMOLSD
20,COMOLSD
21,COMOLSD
22,MOEAD
23,MOEAD
24,MOEAD
25,COMOLSD
26,COMOLSD
27,MOEAD
28,MOEAD
29,MOEAD
30,MOEAD
31,MOEAD
32,MOEAD
33,MOEAD
34,MOEAD
35,COMOLSD
36,COMOLSD
37,COMOLSD
38,COMOLSD
39,MOEAD
40,COMOLSD
41,MOEAD
42,COMOLSD
43,MOEAD
44,COMOLSD
45,MOEAD
46,MOEAD
47,MOEAD
48,COMOLSD
49,MOEAD
50,COMOLSD
51,COMOLSD
52,COMOLSD
53,COMOLSD
54,MOEAD
55,COMOLSD
56,COMOLSD
57,COMOLSD
58,MOEAD
59,COMOLSD
60,COMOLSD
61,MOEAD
62,MOEAD
63,MOEAD
64,COMOLSD
65,MOEAD
66,COMOLSD
67,MOEAD
68,MOEAD
69,COMOLSD
70,COMOLSD
71,COMOLSD
72,COMOLSD
73,MOEAD
74,MOEAD
75,MOEAD
76,COMOLSD
77,COMOLSD
78,MOEAD
79,COMOLSD
80,COMOLSD
81,MOEAD
82,MOEAD
83,COMOLSD
84,MOEAD
85,MOEAD
86,COMOLSD
87,COMOLSD
88,COMOLSD
89,MOEAD
90,MOEAD
91,MOEAD
92,MOEAD
93,MOEAD
94,MOEAD
95,COMOLSD
96,MOEAD
97,COMOLSD
98,MOEAD
99,MOEAD
