Fold,SBS_Best_Models
0,COMOLSD
1,MOEAD
2,MOEAD
3,COMOLSD
4,MOEAD
5,MOEAD
6,MOEAD
7,MOEAD
8,MOEAD
9,COMOLSD
10,COMOLSD
11,MOEAD
12,MOEAD
13,MOEAD
14,MOEAD
15,COMOLSD
16,MOEAD
17,MOEAD
18,MOEAD
19,COMOLSD
20,MOEAD
21,COMOLSD
22,COMOLSD
23,COMOLSD
24,COMOLSD
25,MOEAD
26,MOEAD
27,MOEAD
28,COMOLSD
29,MOEAD
30,MOEAD
31,MOEAD
32,MOEAD
33,MOEAD
34,MOEAD
35,COMOLSD
36,MOEAD
37,COMOLSD
38,COMOLSD
39,COMOLSD
40,COMOLSD
41,MOEAD
42,COMOLSD
43,MOEAD
44,COMOLSD
45,COMOLSD
46,MOEAD
47,COMOLSD
48,MOEAD
49,MOEAD
50,COMOLSD
51,MOEAD
52,COMOLSD
53,MOEAD
54,MOEAD
55,COMOLSD
56,MOEAD
57,MOEAD
58,MOEAD
59,MOEAD
60,COMOLSD
61,MOEAD
62,COMOLSD
63,COMOLSD
64,COMOLSD
65,COMOLSD
66,COMOLSD
67,COMOLSD
68,MOEAD
69,MOEAD
70,MOEAD
71,MOEAD
72,MOEAD
73,MOEAD
74,COMOLSD
75,MOEAD
76,MOEAD
77,MOEAD
78,MOEAD
79,COMOLSD
80,MOEAD
81,MOEAD
82,COMOLSD
83,COMOLSD
84,COMOLSD
85,COMOLSD
86,MOEAD
87,MOEAD
88,MOEAD
89,COMOLSD
90,MOEAD
91,COMOLSD
92,COMOLSD
93,COMOLSD
94,MOEAD
95,MOEAD
96,COMOLSD
97,COMOLSD
98,COMOLSD
99,COMOLSD
