Generation 0 | Revalues: 100 | GridSize: 7
Generation 1 | Revalues: 39660 | GridSize: 300
Generation 2 | Revalues: 46840 | GridSize: 299
Generation 3 | Revalues: 56080 | GridSize: 300
Generation 4 | Revalues: 61500 | GridSize: 300
Generation 5 | Revalues: 65640 | GridSize: 300
Generation 6 | Revalues: 68220 | GridSize: 299
Generation 7 | Revalues: 71030 | GridSize: 300
Generation 8 | Revalues: 74130 | GridSize: 299
Generation 9 | Revalues: 76880 | GridSize: 300
Generation 10 | Revalues: 80770 | GridSize: 300
Generation 11 | Revalues: 83760 | GridSize: 300
Generation 12 | Revalues: 87170 | GridSize: 300
Generation 13 | Revalues: 89800 | GridSize: 300
Generation 14 | Revalues: 91880 | GridSize: 300
Generation 15 | Revalues: 93450 | GridSize: 300
Generation 16 | Revalues: 95580 | GridSize: 298
Generation 17 | Revalues: 96910 | GridSize: 300
Generation 18 | Revalues: 99430 | GridSize: 300
Generation 19 | Revalues: 101120 | GridSize: 300
Generation 20 | Revalues: 102730 | GridSize: 300
Generation 21 | Revalues: 105880 | GridSize: 300
Generation 22 | Revalues: 107460 | GridSize: 300
Generation 23 | Revalues: 109190 | GridSize: 299
Generation 24 | Revalues: 110620 | GridSize: 300
Generation 25 | Revalues: 112490 | GridSize: 300
Generation 26 | Revalues: 113800 | GridSize: 300
Generation 27 | Revalues: 115490 | GridSize: 300
Generation 28 | Revalues: 117910 | GridSize: 300
Generation 29 | Revalues: 119880 | GridSize: 300
Generation 30 | Revalues: 121710 | GridSize: 300
Generation 31 | Revalues: 123230 | GridSize: 300
Generation 32 | Revalues: 125130 | GridSize: 300
Generation 33 | Revalues: 126940 | GridSize: 300
Generation 34 | Revalues: 128360 | GridSize: 300
Generation 35 | Revalues: 129540 | GridSize: 300
Generation 36 | Revalues: 130980 | GridSize: 300
Generation 37 | Revalues: 132440 | GridSize: 300
Generation 38 | Revalues: 133630 | GridSize: 300
Generation 39 | Revalues: 135160 | GridSize: 300
Generation 40 | Revalues: 136850 | GridSize: 300
Generation 41 | Revalues: 138390 | GridSize: 300
Generation 42 | Revalues: 139940 | GridSize: 300
