Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
0,0.212,0.1365869686,0.0375872776,2.3877883662,0.3008657417,0.274,0.1261903324,-0.2882075211,2.3603334755,0.1988837914,0.514,0.1326800663,-0.3522665806,3.2741364321,0.0504722377,0.514,0.1326800663,-0.3522665806,3.2741364321,0.0504722377,0.9328896170499998,0.8672645405285
1,0.286,0.1385784976,0.1198609578,2.0552935819,0.0711361895,0.254,0.1388668427,0.0325169112,2.3073006798,-0.0378922624,0.46,0.1624807681,-0.0254854369,2.9779614325,-0.2629681853,0.46,0.1624807681,-0.0254854369,2.9779614325,-0.2629681853,0.7864280212064999,0.7718365639325001
10,0.208,0.1453822548,0.1487462035,2.3802460802,0.2903619476,0.298,0.1435130656,0.1157471965,4.5464311696,0.806410431,0.494,0.1666253282,0.0575366618,2.5559671125,0.3804360974,0.494,0.1666253282,0.0575366618,2.5559671125,0.3804360974,0.987695161085,0.9622513469200001
100,0.228,0.1265543362,-0.1221493786,2.9069302326,0.2924197948,0.234,0.1106526095,0.072734533,2.7026778065,0.2744313668,0.538,0.134,0.0963411859,2.9372627458,0.3317163348,0.538,0.134,0.0963411859,2.9372627458,0.3317163348,0.917417823655,0.8839551456435
101,0.24,0.1077032961,0.0476190476,2.8525564804,0.2113084883,0.274,0.1507448175,-0.067342783,2.42243899,0.6218164676,0.486,0.1523285922,-0.109651346,2.2681743136,0.0331893047,0.486,0.1523285922,-0.109651346,2.2681743136,0.0331893047,0.8580990758824999,0.8549473397502501
102,0.234,0.1159482643,0.0909686995,2.3116851053,0.0830172551,0.292,0.1494523335,0.0710560626,3.9766719896,0.604096741,0.474,0.1520657752,0.0411935674,2.4324569679,-0.5115367604,0.474,0.1520657752,0.0411935674,2.4324569679,-0.5115367604,0.87030830845,0.8015203408740001
103,0.276,0.132,-0.1642847899,2.7455344833,0.0818933133,0.262,0.1278905782,0.0370486857,2.8542441678,0.104913604,0.462,0.1426744546,0.028791817,2.3982132388,0.1499358947,0.462,0.1426744546,0.028791817,2.3982132388,0.1499358947,0.8193412249430001,0.8067063625380001
104,0.282,0.1465469208,0.0015612832,3.241639322,0.313142778,0.222,0.13753545,-0.0284391674,4.1152958974,0.5692205912,0.496,0.1496128337,0.1422321977,2.8661578448,-0.1825440753,0.496,0.1496128337,0.1422321977,2.8661578448,-0.1825440753,0.9348238153449999,0.9161733043725002
105,0.214,0.1414354977,-0.2095506725,2.2619949915,0.2605218011,0.276,0.1364697769,-0.0533550027,2.4386093102,0.4858142996,0.51,0.1640121947,-0.1467999048,2.6718398032,-0.2692700312,0.51,0.1640121947,-0.1467999048,2.6718398032,-0.2692700312,0.8906735659259999,0.8695021116699998
106,0.228,0.1386217876,0.20470147,2.7213631993,0.617137543,0.188,0.1243221621,0.077985546,2.0433689544,0.1031181855,0.584,0.1713009048,0.3241762456,2.5261455436,-0.0611524118,0.584,0.1713009048,0.3241762456,2.5261455436,-0.0611524118,0.9063076756499997,0.8869057031180001
107,0.182,0.1160861749,0.076730277,2.3252548576,0.2004222392,0.322,0.1418308852,0.0764399132,2.2395450195,0.3230541038,0.496,0.1482700239,-0.0007715699,2.2598793565,-0.2626507395,0.496,0.1482700239,-0.0007715699,2.2598793565,-0.2626507395,0.8782541806919999,0.8767567097211
