Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
0,0.273,0.1040240357,-0.1061942808,2.9069829181,0.3897182101,0.227,0.0843860178,-0.063882835,2.1668215679,-0.0066299133,0.5,0.1187434209,-0.2014652015,2.2295156179,-0.2329356377,0.5,0.1187434209,-0.2014652015,2.2295156179,-0.2329356377,0.9328896170499998,0.8672645405285
1,0.274,0.0867409938,0.0961708745,3.2034344961,-0.0468129991,0.226,0.0855803716,0.1684793465,2.6729019994,0.3368780356,0.5,0.0921954446,-0.0588235294,3.0553633218,0.6316504507,0.5,0.0921954446,-0.0588235294,3.0553633218,0.6316504507,0.7864280212064999,0.7718365639325001
10,0.217,0.0822253002,-0.0483485818,2.6844482112,0.1219156701,0.293,0.0995037688,-0.0426582182,3.5248780827,0.5285941633,0.49,0.1212435565,-0.1398963731,2.6176593086,-0.1195098225,0.49,0.1212435565,-0.1398963731,2.6176593086,-0.1195098225,0.987695161085,0.9622513469200001
100,0.224,0.1016070864,0.1065624486,2.5069675111,0.5365610379,0.259,0.1003444069,0.1010570774,2.8035595705,0.2127027335,0.517,0.1027667261,0.2356488686,3.0541013054,-0.0055504398,0.517,0.1027667261,0.2356488686,3.0541013054,-0.0055504398,0.917417823655,0.8839551456435
101,0.3,0.1058300524,0.0744186047,2.7702487245,0.341686633,0.24,0.0948683298,-0.1202489442,2.4985185185,0.4989371419,0.46,0.1024695077,0.0088105727,2.5662585034,-0.4238194603,0.46,0.1024695077,0.0088105727,2.5662585034,-0.4238194603,0.8580990758824999,0.8549473397502501
102,0.273,0.0813695275,0.1474298556,2.9919396666,-0.5967840512,0.259,0.0978212656,-0.0086645734,3.1599717388,0.4042597261,0.468,0.1147867588,0.0460278271,2.5929780149,-0.28585515,0.468,0.1147867588,0.0460278271,2.5929780149,-0.28585515,0.87030830845,0.8015203408740001
103,0.258,0.1193147099,0.271570095,3.3979885179,0.7199162638,0.24,0.0994987437,0.1571753986,2.9106213652,0.4751087854,0.502,0.114,0.3114762172,3.2086722046,0.2747242066,0.502,0.114,0.3114762172,3.2086722046,0.2747242066,0.8193412249430001,0.8067063625380001
104,0.274,0.1030727898,0.1128757095,2.8542008773,0.3024970695,0.212,0.0914111591,-0.4436316903,2.2810878107,0.2519612813,0.514,0.1216716894,-0.1857925975,2.7036367702,-0.0691261858,0.514,0.1216716894,-0.1857925975,2.7036367702,-0.0691261858,0.9348238153449999,0.9161733043725002
105,0.315,0.1054751155,-0.1543551787,2.5830728443,-0.090761064,0.206,0.0816333265,-0.0355649826,2.3592865718,0.3857174061,0.479,0.1072800075,-0.1151746851,2.3743634891,-0.0552140559,0.479,0.1072800075,-0.1151746851,2.3743634891,-0.0552140559,0.8906735659259999,0.8695021116699998
106,0.259,0.0804300939,0.071849681,2.8505239957,0.0232710878,0.215,0.0890224691,-0.0794773057,2.4675437113,0.1807221058,0.526,0.1119106787,-0.0973200069,2.6910214981,-0.4276977122,0.526,0.1119106787,-0.0973200069,2.6910214981,-0.4276977122,0.9063076756499997,0.8869057031180001
107,0.262,0.0821948904,0.3241624645,2.937752062,0.1801808683,0.228,0.0928224111,0.1622637245,3.5693676078,0.4117546104,0.51,0.0969535971,0.1551953819,2.5319148936,0.3258852236,0.51,0.0969535971,0.1551953819,2.5319148936,0.3258852236,0.8782541806919999,0.8767567097211
108,0.307,0.0943451112,0.0714627608,2.2692677915,-0.3629154551,0.251,0.0982293235,0.0381293604,2.4662191475,-0.0120783097,0.442,0.1087933822,-0.1019250012,2.1912010042,0.0307343804,0.442,0.1087933822,-0.1019250012,2.1912010042,0.0307343804,0.9723408774929998,0.9671056098826
109,0.254,0.0926498786,-0.1412354608,2.5123796065,-0.1924691787,0.269,0.1094942921,-0.1702800369,2.5412132626,0.6416169976,0.477,0.0933862945,-0.2103535646,3.3217038123,0.7937114908,0.477,0.0933862945,-0.2103535646,3.3217038123,0.7937114908,0.9040381258399999,0.842316054223
11,0.224,0.0906862724,0.3135113566,2.4750426766,-0.1487683282,0.327,0.1213301282,0.2678464147,2.2620269518,-0.2125210383,0.449,0.1151043005,0.0843220917,2.9010259667,-0.3788495776,0.449,0.1151043005,0.0843220917,2.9010259667,-0.3788495776,0.841261632385,0.7827758727195
110,0.244,0.1018037327,0.0368131771,3.3368790909,0.006414595,0.276,0.1167218917,-0.2417385228,2.5708269645,-0.4120488929,0.48,0.129614814,-0.1936602278,2.0450680272,-0.1625696009,0.48,0.129614814,-0.1936602278,2.0450680272,-0.1625696009,0.866086683205,0.795922497832
111,0.238,0.1124988889,0.1447741448,4.618573802,0.8374461135,0.22,0.0854400375,-0.0288808664,2.2902983674,-0.0096198203,0.542,0.1309045454,0.179384809,2.941101931,0.2816429883,0.542,0.1309045454,0.179384809,2.941101931,0.2816429883,0.799677899145,0.7708040615020001
112,0.254,0.086510115,0.039957916,3.3602637346,0.2241560898,0.229,0.0872295821,0.0055498686,3.0542553234,0.4310910268,0.517,0.1042161216,-0.1648005803,2.7001099538,-0.0851000448,0.517,0.1042161216,-0.1648005803,2.7001099538,-0.0851000448,0.8345209516005001,0.8333293816639997
113,0.271,0.1005435229,-0.075882515,2.7851220098,-0.3184078707,0.267,0.1042161216,0.0680059916,5.0947932077,0.9220638087,0.462,0.1088852607,-0.152607921,2.4555646161,0.0979562508,0.462,0.1088852607,-0.152607921,2.4555646161,0.0979562508,0.9026729472304998,0.8975197271876001
114,0.254,0.113507709,0.1798644472,2.8502101382,0.2087808007,0.192,0.094,0.1780050584,3.2514332392,0.3763327972,0.554,0.1195156893,0.2658772687,4.1352303525,0.5731898548,0.554,0.1195156893,0.2658772687,4.1352303525,0.5731898548,0.8493097719049999,0.8292313416934999
115,0.242,0.0961041102,-0.1207703103,2.9261207158,0.7009505295,0.262,0.1133843023,-0.0758455522,2.896534646,0.4736714537,0.496,0.1199333148,0.1667642842,2.4699998825,0.0334307024,0.496,0.1199333148,0.1667642842,2.4699998825,0.0334307024,0.9758990383189999,0.9746405449170499
116,0.237,0.0958175349,0.1676491291,2.8003094788,0.0656541415,0.245,0.0934077085,0.0834244919,1.9485636407,0.0165647778,0.518,0.1244025723,0.0624708842,2.4117094472,0.2718934453,0.518,0.1244025723,0.0624708842,2.4117094472,0.2718934453,0.982528080935,0.9405008791464999
117,0.286,0.1191805353,-0.1025289998,2.5173236647,-0.0831076611,0.228,0.0855336191,-0.0037885009,2.9304396903,0.2692772538,0.486,0.1445821566,-0.0027742015,2.2028341908,0.1061136162,0.486,0.1445821566,-0.0027742015,2.2028341908,0.1061136162,0.9249240444054999,0.9107305208708999
118,0.212,0.0914111591,-0.0999482828,2.4099856528,0.2519612813,0.267,0.1151564154,0.0379028172,2.077802527,0.2398523899,0.521,0.1284873535,-0.1585342541,3.3546910634,0.3574263698,0.521,0.1284873535,-0.1585342541,3.3546910634,0.3574263698,0.9388326723350001,0.903428670614
119,0.241,0.0993428407,0.0602368613,2.8382861899,0.463775273,0.254,0.0989141042,-0.0517693047,2.2365769468,-0.0025543112,0.505,0.1132475165,-0.1077598026,3.3791252009,-0.4337649824,0.505,0.1132475165,-0.1077598026,3.3791252009,-0.4337649824,0.8854291619950001,0.8359307471495001
12,0.254,0.1139473563,0.0293740832,4.3551352269,0.7834632623,0.269,0.1094942921,0.1863848458,2.1388091933,-0.1468180285,0.477,0.1257815567,0.1108509685,2.831438015,0.4579500381,0.477,0.1257815567,0.1108509685,2.831438015,0.4579500381,0.8734524179909998,0.8688203354529499
120,0.319,0.1195366053,0.2565218558,2.6220378152,0.2055948254,0.278,0.108240473,0.0613417474,3.4197152106,0.7048907899,0.403,0.1197539143,0.5143020669,2.8133210793,-0.3153597731,0.403,0.1197539143,0.5143020669,2.8133210793,-0.3153597731,0.79384407586295,0.7919610008761
121,0.25,0.0974679434,-0.2315789474,2.9058171745,0.2105955565,0.266,0.112,-0.133930184,2.0293629689,0.3763837008,0.484,0.1286234815,-0.1867428159,3.3130257652,-0.2146632534,0.484,0.1286234815,-0.1867428159,3.3130257652,-0.2146632534,0.8796062302650001,0.7999804580415001
122,0.241,0.0920271699,-0.1441123976,2.7285249486,0.2654578048,0.239,0.1021224755,-0.12409579,2.7893444765,0.0873097824,0.52,0.115758369,-0.2119124177,2.7224326131,-0.0174063041,0.52,0.115758369,-0.2119124177,2.7224326131,-0.0174063041,0.9266658233699999,0.8900372554479998
123,0.273,0.0933862945,0.1346357155,2.5249208276,0.4955466113,0.2,0.1009950494,0.155,3.2006920415,0.7134886707,0.527,0.1001049449,0.370256193,2.801931302,-0.0586990011,0.527,0.1001049449,0.370256193,2.801931302,-0.0586990011,0.861521815875,0.8115515313824998
124,0.292,0.0945304184,-0.0590028775,3.7935599336,0.5682046479,0.249,0.0992421282,-0.0516506107,2.9227413443,0.6261772384,0.459,0.1134416149,0.0327264321,3.571734015,-0.3977669009,0.459,0.1134416149,0.0327264321,3.571734015,-0.3977669009,0.9266419692500001,0.9075165321775
125,0.286,0.1029757253,-0.0089823337,2.309982454,-0.0612552945,0.246,0.0973858306,0.1178191078,2.2962738104,0.0475007115,0.468,0.1094349122,-0.0445908966,3.3081239299,0.20026362,0.468,0.1094349122,-0.0445908966,3.3081239299,0.20026362,0.957001027015,0.9272154506489999
126,0.222,0.0843563868,0.142453478,2.8936610086,0.5409075326,0.304,0.1310877569,0.1813210293,2.9030812085,0.7518951286,0.474,0.1257934815,0.3439460001,2.7008220353,-0.5039556655,0.474,0.1257934815,0.3439460001,2.7008220353,-0.5039556655,0.8853713990900001,0.8692412053764998
127,0.244,0.0941488184,0.0694912796,2.8222872871,0.6947197091,0.258,0.0955824252,-0.1212166656,2.5435416865,0.1319498228,0.498,0.1148738438,0.188630666,2.5478981249,-0.2479201383,0.498,0.1148738438,0.188630666,2.5478981249,-0.2479201383,0.8651535087749999,0.8367313142450001
128,0.263,0.1028639879,-0.0271706927,2.9518311586,0.4618175481,0.242,0.0966229786,-0.0115744137,2.4987961574,-0.0558979691,0.495,0.1040432602,-0.1456581287,2.1428510473,0.1598198238,0.495,0.1040432602,-0.1456581287,2.1428510473,0.1598198238,0.951881260625,0.8983628565774998
129,0.249,0.0940691235,-0.1792971181,2.6262514479,-0.2774472566,0.27,0.0888819442,-0.1438497169,3.3294343855,-0.1452645138,0.481,0.1135297318,-0.085764171,2.3894078591,0.5563045884,0.481,0.1135297318,-0.085764171,2.3894078591,0.5563045884,0.9272307805900002,0.8623061794704998
13,0.284,0.0940425436,0.0201612151,2.3919682456,-0.0377438228,0.211,0.0912633552,0.001887437,2.8744318206,-0.1298299992,0.505,0.109658561,-0.1233231644,2.9659666063,-0.343534671,0.505,0.109658561,-0.1233231644,2.9659666063,-0.343534671,0.89624138068,0.8358217108365
130,0.319,0.1108557621,-0.3097024933,2.0473110691,-0.1430162783,0.317,0.1089082182,-0.0399388292,2.4348482433,0.0020715916,0.364,0.1315446692,-0.1646637941,2.1548213781,0.0639156801,0.364,0.1315446692,-0.1646637941,2.1548213781,0.0639156801,0.8943179149270002,0.8913237631640001
131,0.246,0.0958331884,0.1502317154,2.6799470978,0.4207005302,0.223,0.089,0.0973098451,3.4760597251,-0.3067028479,0.531,0.119117589,0.2200105295,2.0184470126,-0.1490202579,0.531,0.119117589,0.2200105295,2.0184470126,-0.1490202579,0.9383424713249999,0.9119974904075001
132,0.273,0.0939201789,-0.0581788382,3.297291374,0.6236605595,0.237,0.0876413145,-0.11844556,4.6681299821,0.8456311436,0.49,0.1135781669,-0.1606450612,2.5904092302,-0.0798548496,0.49,0.1135781669,-0.1606450612,2.5904092302,-0.0798548496,0.87101437945,0.8237318924284999
133,0.213,0.0847407812,-0.1462727962,2.0790954274,0.2797656722,0.273,0.1149826074,-0.1252992691,2.5772384037,0.2191075353,0.514,0.1208470107,-0.010110945,1.9662219263,0.0701974774,0.514,0.1208470107,-0.010110945,1.9662219263,0.0701974774,0.8442507867349998,0.7951352326224999
134,0.332,0.1075918213,0.1360514165,2.745658988,0.1091432066,0.227,0.0769480344,0.0359648431,3.9736099994,-0.2563248753,0.441,0.107559286,-0.0426184486,4.1278388215,0.9929590905,0.441,0.107559286,-0.0426184486,4.1278388215,0.9929590905,0.86073281687,0.7732717427135001
135,0.27,0.0959166305,-0.1232363316,2.7535444234,0.0169984577,0.269,0.0937496667,0.3303179993,2.1320434224,-0.1035625482,0.461,0.1045418576,-0.1782123306,3.1210975029,0.4949612343,0.461,0.1045418576,-0.1782123306,3.1210975029,0.4949612343,0.8615740300419998,0.8566834280859998
136,0.22,0.1048808848,0.206539075,2.6461157025,0.1924260862,0.315,0.0944722181,0.148029819,4.1331120684,-0.8094505426,0.465,0.1257974563,0.1691858293,2.4988582167,0.141655529,0.465,0.1257974563,0.1691858293,2.4988582167,0.141655529,0.9771487524100003,0.9584185329793999
137,0.275,0.1145643924,0.1682146543,2.8068027211,0.294282412,0.248,0.092173749,0.1118134263,2.8867848745,0.2119553927,0.477,0.1136705767,0.0133431582,2.1447198004,-0.1795991429,0.477,0.1136705767,0.0133431582,2.1447198004,-0.1795991429,0.9603987116399999,0.911541545658
138,0.262,0.1002796091,0.0716616295,2.4230913092,0.3979088903,0.229,0.0866544863,0.102269988,2.1544219649,0.2225765348,0.509,0.1056834897,0.1488555784,3.3216371953,-0.4276525118,0.509,0.1056834897,0.1488555784,3.3216371953,-0.4276525118,0.8275440906400002,0.7936778353955002
139,0.277,0.1068690788,-0.1532540781,2.7801049302,0.202954115,0.259,0.0864233765,0.2173668605,2.9576369044,-0.4413534898,0.464,0.1144727042,-0.1306376167,2.0990358339,0.2245844666,0.464,0.1144727042,-0.1306376167,2.0990358339,0.2245844666,0.8419144427320001,0.8299752547590001
