Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
0,0.2445,0.0445056176,-0.0727468304,2.7091428513,0.0812068565,0.2499,0.0522014368,-0.0074660427,2.9062391232,-0.1520755456,0.5056,0.047271979,-0.0548040139,2.7586238921,0.1293351767,0.5056,0.047271979,-0.0548040139,2.7586238921,0.1293351767,0.9328896170499998,0.8672645405285
1,0.3077,0.0512221632,0.0946515911,2.6700089905,0.0902267756,0.2054,0.0430678534,0.2024766381,2.3386188323,0.1446363638,0.4869,0.0503725123,0.0023215475,2.6681612941,-0.2996719413,0.4869,0.0503725123,0.0023215475,2.6681612941,-0.2996719413,0.7864280212064999,0.7718365639325001
10,0.2879,0.0454157462,0.0397270876,2.3586807529,-0.1657494226,0.2438,0.0430529906,-0.0717488585,3.0510465817,0.0843914058,0.4683,0.0527457107,0.1917674542,3.4007219856,0.1998282738,0.4683,0.0527457107,0.1917674542,3.4007219856,0.1998282738,0.987695161085,0.9622513469200001
100,0.2279,0.0463528856,0.1502473974,3.3889008554,0.4062056299,0.227,0.0474447047,0.2230370834,2.5474076283,-0.1521938183,0.5451,0.0449331726,-0.0766621131,3.2173507341,0.1557193586,0.5451,0.0449331726,-0.0766621131,3.2173507341,0.1557193586,0.917417823655,0.8839551456435
101,0.2451,0.0451994469,0.1096632692,3.1692349374,0.3146953318,0.2424,0.0458501908,0.2055978831,4.7867499288,0.6072331009,0.5125,0.0593359082,0.0528392738,3.4147012017,-0.4188049822,0.5125,0.0593359082,0.0528392738,3.4147012017,-0.4188049822,0.8580990758824999,0.8549473397502501
102,0.2532,0.0383635243,0.0759269645,2.6532584885,-0.1282575316,0.2679,0.0447503073,0.0867790977,3.0022049733,0.3494397993,0.4789,0.0494347044,0.0035446038,2.7356675447,0.2004489001,0.4789,0.0494347044,0.0035446038,2.7356675447,0.2004489001,0.87030830845,0.8015203408740001
103,0.2782,0.0629345692,0.279743126,2.6208858482,-0.0523373481,0.3204,0.0618048542,0.3508884982,2.7547585366,0.2455734711,0.4014,0.0607950656,0.1349202551,2.4197120711,0.315770245,0.4014,0.0607950656,0.1349202551,2.4197120711,0.315770245,0.8193412249430001,0.8067063625380001
104,0.2334,0.042431592,-0.034458624,2.7362125706,0.4012827163,0.3384,0.0556905737,0.3432136593,3.3243857201,0.2589784393,0.4282,0.0567869703,0.4655754638,3.1713861379,-0.2492320867,0.4282,0.0567869703,0.4655754638,3.1713861379,-0.2492320867,0.9348238153449999,0.9161733043725002
105,0.2314,0.0466694761,0.0668007676,3.0521302572,0.6421129502,0.2795,0.0514465742,0.145535354,2.4781531256,0.1036986263,0.4891,0.0521746107,0.2109078768,2.33074571,0.1503961261,0.4891,0.0521746107,0.2109078768,2.33074571,0.1503961261,0.8906735659259999,0.8695021116699998
106,0.2605,0.0458775544,-0.0281190171,2.3767364614,0.1473967961,0.2457,0.0496438314,0.0685467135,2.9073572793,0.2354084427,0.4938,0.050789369,0.087727285,2.3182593514,-0.2164792112,0.4938,0.050789369,0.087727285,2.3182593514,-0.2164792112,0.9063076756499997,0.8869057031180001
