Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
0,0.24,0.0916515139,-0.368159204,2.1020408163,-0.093521953,0.24,0.1743559577,0.1944074567,2.652700831,0.3939309641,0.52,0.1326649916,0.4801980198,1.6745867769,-0.1130667542,0.52,0.1326649916,0.4801980198,1.6745867769,-0.1130667542,0.9328896170499998,0.8672645405285
1,0.28,0.14,-0.1963190184,2.4144106622,-0.2973760933,0.22,0.0871779789,-0.0846560847,2.6786703601,0.507129517,0.5,0.1843908891,-0.0588235294,3.0968858131,0.4785230687,0.5,0.1843908891,-0.0588235294,3.0968858131,0.4785230687,0.7864280212064999,0.7718365639325001
10,0.31,0.1868154169,0.3952421897,2.9416589355,0.4067573219,0.29,0.1135781669,0.2862684251,2.2460789616,0.1965657837,0.4,0.1673320053,-0.0714285714,4.3367346939,0.7683612489,0.4,0.1673320053,-0.0714285714,4.3367346939,0.7683612489,0.987695161085,0.9622513469200001
100,0.15,0.1024695077,-0.0909090909,1.8707482993,0.0,0.27,0.1417744688,0.0005431831,2.3686789931,-0.3031933394,0.58,0.0748331477,0.2805755396,1.8469387755,0.3436215967,0.58,0.0748331477,0.2805755396,1.8469387755,0.3436215967,0.917417823655,0.8839551456435
101,0.25,0.162788206,0.4666666667,2.5720897116,0.834514121,0.18,0.1166190379,-0.5339233038,2.1470588235,0.3934379306,0.57,0.19,0.0197167453,1.549535378,-0.0909753608,0.57,0.19,0.0197167453,1.549535378,-0.0909753608,0.8580990758824999,0.8549473397502501
102,0.27,0.1268857754,0.5230885693,2.5283360981,0.8693689947,0.24,0.1496662955,-0.1070780399,1.7991071429,-0.5225911784,0.49,0.1813835715,0.0217734301,3.1575558245,-0.5550044703,0.49,0.1813835715,0.0217734301,3.1575558245,-0.5550044703,0.87030830845,0.8015203408740001
103,0.19,0.13,-0.1367673179,1.9613108785,0.4588074647,0.29,0.1513274595,0.1699432066,2.6539730364,0.6890981737,0.52,0.1939071943,0.0841320554,2.2908555908,0.7044387661,0.52,0.1939071943,0.0841320554,2.2908555908,0.7044387661,0.8193412249430001,0.8067063625380001
104,0.31,0.13,-0.3175885643,1.7932495361,0.087391898,0.25,0.15,-0.3258426966,3.3703703704,1.0666666667,0.44,0.12,-0.0252808989,2.787037037,0.5833333333,0.44,0.12,-0.0252808989,2.787037037,0.5833333333,0.9348238153449999,0.9161733043725002
105,0.26,0.1280624847,-0.2427745665,2.3837001785,-0.6513588606,0.29,0.0830662386,-0.1611030479,3.4902331443,-0.8584034742,0.45,0.1360147051,-0.5692307692,1.8882395909,0.4768959711,0.45,0.1360147051,-0.5692307692,1.8882395909,0.4768959711,0.8906735659259999,0.8695021116699998
106,0.18,0.1077032961,-0.0380622837,2.7669441141,0.403407114,0.33,0.1187434209,0.0007137759,2.4172325336,-0.2365192629,0.49,0.1445683229,-0.2446146482,2.5882420274,-0.2224077128,0.49,0.1445683229,-0.2446146482,2.5882420274,-0.2224077128,0.9063076756499997,0.8869057031180001
