Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
0,0.24,0.1067707825,-0.2184115523,3.1057248384,1.3703729243,0.28,0.0244948974,-0.5384615385,1.1666666667,-0.4082482905,0.48,0.092736185,-0.1384976526,2.9694429421,-1.2864700617,0.48,0.092736185,-0.1384976526,2.9694429421,-1.2864700617,0.9328896170499998,0.8672645405285
1,0.28,0.16,-0.2511251125,2.0369262695,0.5844726563,0.2,0.0836660027,-0.7692307692,1.2755102041,-0.2561204163,0.52,0.1208304597,0.024024024,1.323043723,-0.3877276903,0.52,0.1208304597,0.024024024,1.323043723,-0.3877276903,0.7864280212064999,0.7718365639325001
10,0.28,0.092736185,0.1393442623,1.509194159,-0.1579875514,0.32,0.0748331477,0.4144144144,2.1339285714,0.7301958931,0.4,0.0547722558,-0.4,2.5,0.9128709292,0.4,0.0547722558,-0.4,2.5,0.9128709292,0.987695161085,0.9622513469200001
100,0.28,0.0871779789,-0.4150943396,3.0422437673,1.3040473294,0.23,0.04,0.1549295775,2.078125,0.84375,0.49,0.0860232527,-0.8562874251,1.9945215486,-0.3958703373,0.49,0.0860232527,-0.8562874251,1.9945215486,-0.3958703373,0.917417823655,0.8839551456435
101,0.28,0.0244948974,0.0384615385,1.1666666667,-0.4082482905,0.26,0.08,-0.0563380282,2.078125,0.84375,0.46,0.0583095189,-0.1363636364,2.6660899654,-1.1500493357,0.46,0.0583095189,-0.1363636364,2.6660899654,-1.1500493357,0.8580990758824999,0.8549473397502501
102,0.19,0.0969535971,-0.5207373272,1.4081032141,-0.3752617726,0.3,0.0836660027,-0.3,1.2755102041,-0.2561204163,0.51,0.1240967365,-0.1074270557,1.779473773,0.1632576395,0.51,0.1240967365,-0.1074270557,1.779473773,0.1632576395,0.87030830845,0.8015203408740001
103,0.28,0.1122497216,0.0106007067,3.0563114135,1.3532751773,0.23,0.0979795897,-0.130952381,2.7291666667,-0.8675276172,0.49,0.1462873884,-0.3567362429,2.3050484758,-0.2817396204,0.49,0.1462873884,-0.3567362429,2.3050484758,-0.2817396204,0.8193412249430001,0.8067063625380001
104,0.31,0.0860232527,-0.0451977401,2.6519357195,-1.017952296,0.36,0.0860232527,0.3220338983,1.9945215486,0.3958703373,0.33,0.1029563014,-0.169527897,2.0685297259,0.4068404933,0.33,0.1029563014,-0.169527897,2.0685297259,0.4068404933,0.9348238153449999,0.9161733043725002
105,0.3,0.1095445115,0.4347826087,1.5625,0.1141088661,0.27,0.0979795897,0.1295116773,2.4361979167,-0.5677202789,0.43,0.0678232998,-0.3053097345,2.9310018904,-1.1731251294,0.43,0.0678232998,-0.3053097345,2.9310018904,-1.1731251294,0.8906735659259999,0.8695021116699998
106,0.25,0.0547722558,-0.4,2.5,-0.9128709292,0.17,0.0748331477,-0.1764705882,1.8469387755,-0.3436215967,0.58,0.0509901951,0.4444444444,1.9556213018,-0.2715454179,0.58,0.0509901951,0.4444444444,1.9556213018,-0.2715454179,0.9063076756499997,0.8869057031180001
107,0.23,0.1029563014,0.0291262136,2.2821288715,-0.6927284075,0.25,0.0894427191,0.0666666667,1.953125,0.6288941187,0.52,0.1326649916,-1.037037037,2.3622159091,0.5936004596,0.52,0.1326649916,-1.037037037,2.3622159091,0.5936004596,0.8782541806919999,0.8767567097211
108,0.21,0.1067707825,0.0106951872,1.7206832872,-0.1380231722,0.17,0.092736185,-0.2412587413,1.509194159,0.1579875514,0.62,0.092736185,0.1666666667,2.4826933478,-0.9704949588,0.62,0.092736185,0.1666666667,2.4826933478,-0.9704949588,0.9723408774929998,0.9671056098826
109,0.27,0.081240384,0.3788819876,2.2685950413,0.1790421687,0.26,0.0860232527,0.1365461847,1.9945215486,0.3958703373,0.47,0.081240384,-0.1349693252,2.2685950413,0.1790421687,0.47,0.081240384,-0.1349693252,2.2685950413,0.1790421687,0.9040381258399999,0.842316054223
11,0.26,0.0860232527,-0.6666666667,1.9945215486,0.3958703373,0.26,0.0583095189,-0.1038961039,1.6280276817,0.3631734744,0.48,0.0748331477,-0.4814814815,1.8469387755,0.3436215967,0.48,0.0748331477,-0.4814814815,1.8469387755,0.3436215967,0.841261632385,0.7827758727195
110,0.27,0.081240384,0.0601503759,1.4421487603,-0.3804646085,0.24,0.0374165739,-0.8115942029,1.8469387755,0.3436215967,0.49,0.08,-0.1506276151,1.4189453125,0.03515625,0.49,0.08,-0.1506276151,1.4189453125,0.03515625,0.866086683205,0.795922497832
111,0.12,0.0748331477,-0.3284132841,2.1339285714,0.7301958931,0.17,0.0509901951,-0.2301587302,1.9556213018,0.2715454179,0.71,0.0860232527,-0.0975609756,1.9945215486,0.3958703373,0.71,0.0860232527,-0.0975609756,1.9945215486,0.3958703373,0.799677899145,0.7708040615020001
112,0.28,0.1720465053,-0.5853658537,1.9945215486,-0.3958703373,0.32,0.2014944168,-0.2685093781,2.7326676212,1.1008873776,0.4,0.0707106781,0.2,1.7,-0.0,0.4,0.0707106781,0.2,1.7,-0.0,0.8345209516005001,0.8333293816639997
113,0.27,0.0678232998,-0.6968325792,2.3638941399,-0.7500308204,0.3,0.1095445115,0.05,1.5625,0.1141088661,0.43,0.1326649916,-0.2517580872,1.432463843,-0.2081456157,0.43,0.1326649916,-0.2517580872,1.432463843,-0.2081456157,0.9026729472304998,0.8975197271876001
114,0.22,0.092736185,-0.279342723,1.509194159,0.1579875514,0.32,0.1166190379,-0.2146050671,2.0659602076,0.0794441975,0.46,0.0374165739,-0.0144927536,1.8469387755,-0.3436215967,0.46,0.0374165739,-0.0144927536,1.8469387755,-0.3436215967,0.8493097719049999,0.8292313416934999
115,0.33,0.081240384,-0.8010752688,1.4421487603,0.3804646085,0.22,0.1122497216,-0.4814814815,1.8469387755,0.3436215967,0.45,0.0948683298,0.0555555556,1.7592592593,0.3513641845,0.45,0.0948683298,0.0555555556,1.7592592593,0.3513641845,0.9758990383189999,0.9746405449170499
116,0.24,0.0583095189,0.0671641791,1.6280276817,-0.3631734744,0.27,0.1749285568,-0.5891218873,2.7557990516,1.0940040464,0.49,0.1529705854,-0.7764298094,1.9775367083,-0.1877351037,0.49,0.1529705854,-0.7764298094,1.9775367083,-0.1877351037,0.982528080935,0.9405008791464999
117,0.26,0.0969535971,0.0359897172,1.815527388,-0.6122692079,0.28,0.0509901951,-0.3095238095,1.9556213018,-0.2715454179,0.46,0.0860232527,0.016064257,1.9945215486,0.3958703373,0.46,0.0860232527,0.016064257,1.9945215486,0.3958703373,0.9249240444054999,0.9107305208708999
118,0.32,0.0748331477,-0.5760869565,2.1339285714,0.7301958931,0.26,0.0663324958,-0.4460784314,2.2169421488,-0.3700366502,0.42,0.0748331477,-0.0869565217,1.8469387755,-0.3436215967,0.42,0.0748331477,-0.0869565217,1.8469387755,-0.3436215967,0.9388326723350001,0.903428670614
119,0.27,0.0748331477,-0.9117647059,1.8469387755,-0.3436215967,0.24,0.0734846923,-0.2453531599,2.8127572016,-1.1642636432,0.49,0.0860232527,-0.7871485944,1.9945215486,-0.3958703373,0.49,0.0860232527,-0.7871485944,1.9945215486,-0.3958703373,0.8854291619950001,0.8359307471495001
12,0.26,0.0583095189,-0.2130177515,1.6280276817,0.3631734744,0.29,0.0374165739,0.4117647059,1.8469387755,0.3436215967,0.45,0.0447213595,-0.6666666667,1.25,0.0,0.45,0.0447213595,-0.6666666667,1.25,0.0,0.8734524179909998,0.8688203354529499
120,0.25,0.1095445115,0.3913043478,1.5625,0.1141088661,0.26,0.0860232527,0.0119760479,1.9945215486,0.3958703373,0.49,0.1280624847,0.2632331903,1.6140690065,-0.2056922718,0.49,0.1280624847,0.2632331903,1.6140690065,-0.2056922718,0.79384407586295,0.7919610008761
121,0.2,0.0632455532,-0.5,2.5,-0.0,0.22,0.0678232998,-0.814159292,1.2296786389,0.2115471545,0.58,0.0509901951,-0.5079365079,1.9556213018,-0.2715454179,0.58,0.0509901951,-0.5079365079,1.9556213018,-0.2715454179,0.8796062302650001,0.7999804580415001
122,0.17,0.0678232998,-0.686746988,1.2296786389,0.2115471545,0.35,0.0894427191,-0.5333333333,1.953125,-0.6288941187,0.48,0.0871779789,-0.1848341232,1.7957063712,-0.0543353054,0.48,0.0871779789,-0.1848341232,1.7957063712,-0.0543353054,0.9266658233699999,0.8900372554479998
123,0.22,0.1029563014,-0.7300380228,2.2821288715,0.6927284075,0.22,0.1122497216,-0.316872428,1.6957671958,0.5557336935,0.56,0.0969535971,0.5437956204,1.5439112721,0.0460847791,0.56,0.0969535971,0.5437956204,1.5439112721,0.0460847791,0.861521815875,0.8115515313824998
124,0.25,0.0632455532,0.2857142857,1.5625,0.5929270613,0.35,0.0632455532,-0.4285714286,1.5625,0.5929270613,0.4,0.0948683298,0.5,1.7592592593,-0.3513641845,0.4,0.0948683298,0.5,1.7592592593,-0.3513641845,0.9266419692500001,0.9075165321775
125,0.29,0.0583095189,-0.1194029851,1.6280276817,-0.3631734744,0.18,0.092736185,-0.4754098361,1.509194159,-0.1579875514,0.53,0.0509901951,-0.4682539683,1.9556213018,-0.2715454179,0.53,0.0509901951,-0.4682539683,1.9556213018,-0.2715454179,0.957001027015,0.9272154506489999
126,0.3,0.0894427191,0.0833333333,1.953125,0.6288941187,0.23,0.0748331477,-0.3235294118,1.8469387755,0.3436215967,0.47,0.0979795897,-0.1869747899,2.4361979167,-0.5677202789,0.47,0.0979795897,-0.1869747899,2.4361979167,-0.5677202789,0.8853713990900001,0.8692412053764998
127,0.25,0.0894427191,0.0666666667,1.953125,0.6288941187,0.31,0.1067707825,-1.1122994652,1.7206832872,-0.1380231722,0.44,0.1019803903,-0.1275626424,1.3731508876,-0.1527442976,0.44,0.1019803903,-0.1275626424,1.3731508876,-0.1527442976,0.8651535087749999,0.8367313142450001
128,0.3,0.0707106781,-0.5,1.7,0.0,0.23,0.1122497216,-0.0144927536,1.8469387755,-0.3436215967,0.47,0.092736185,-0.2204724409,1.509194159,0.1579875514,0.47,0.092736185,-0.2204724409,1.509194159,0.1579875514,0.951881260625,0.8983628565774998
129,0.28,0.04,-0.5492957746,2.078125,0.84375,0.31,0.08,-0.0035211268,1.4189453125,-0.03515625,0.41,0.0969535971,-0.4010282776,1.4081032141,0.3752617726,0.41,0.0969535971,-0.4010282776,1.4081032141,0.3752617726,0.9272307805900002,0.8623061794704998
13,0.25,0.0447213595,-0.25,1.25,0.0,0.31,0.0734846923,-0.9230769231,1.1666666667,0.4082482905,0.44,0.0860232527,-0.5868263473,1.9945215486,-0.3958703373,0.44,0.0860232527,-0.5868263473,1.9945215486,-0.3958703373,0.89624138068,0.8358217108365
130,0.25,0.0774596669,-0.5454545455,2.9166666667,1.2909944487,0.44,0.0916515139,-0.646039604,1.2091836735,0.296152851,0.31,0.0734846923,0.5238095238,1.1666666667,0.4082482905,0.31,0.0734846923,0.5238095238,1.1666666667,0.4082482905,0.8943179149270002,0.8913237631640001
131,0.18,0.0244948974,0.0384615385,1.1666666667,-0.4082482905,0.3,0.0836660027,-0.0714285714,2.5,-0.7683612489,0.52,0.0979795897,-0.0924369748,2.7291666667,0.8675276172,0.52,0.0979795897,-0.0924369748,2.7291666667,0.8675276172,0.9383424713249999,0.9119974904075001
132,0.21,0.0969535971,0.1359447005,3.0377999095,1.362792753,0.41,0.1392838828,-0.2467700258,2.6687745775,-1.0391889224,0.38,0.0678232998,-0.686746988,1.2296786389,-0.2115471545,0.38,0.0678232998,-0.686746988,1.2296786389,-0.2115471545,0.87101437945,0.8237318924284999
133,0.19,0.0583095189,-0.3017751479,1.6280276817,-0.3631734744,0.19,0.1019803903,0.4444444444,1.9556213018,0.2715454179,0.62,0.1122497216,0.6746203905,1.2422524565,0.1315095,0.62,0.1122497216,0.6746203905,1.2422524565,0.1315095,0.8442507867349998,0.7951352326224999
134,0.23,0.092736185,0.0157480315,2.9694429421,-1.2864700617,0.25,0.1,0.3157894737,2.05,0.0,0.52,0.0748331477,-0.3224637681,2.1339285714,0.7301958931,0.52,0.0748331477,-0.3224637681,2.1339285714,0.7301958931,0.86073281687,0.7732717427135001
135,0.27,0.0748331477,-0.8115942029,1.8469387755,-0.3436215967,0.37,0.0979795897,0.109947644,2.4361979167,-0.5677202789,0.36,0.1113552873,-0.8918918919,2.0793444329,0.6170311183,0.36,0.1113552873,-0.8918918919,2.0793444329,0.6170311183,0.8615740300419998,0.8566834280859998
136,0.36,0.1685229955,-0.3002114165,2.2730113073,0.5791828797,0.17,0.06,-0.3362068966,1.3981481481,-0.1111111111,0.47,0.1568438714,-0.1261642676,1.4839381321,0.0171057167,0.47,0.1568438714,-0.1261642676,1.4839381321,0.0171057167,0.9771487524100003,0.9584185329793999
137,0.15,0.0836660027,-0.8,2.5,0.7683612489,0.36,0.115758369,-0.8236714976,2.1988193362,0.3365218792,0.49,0.0583095189,-0.3017751479,1.6280276817,-0.3631734744,0.49,0.0583095189,-0.3017751479,1.6280276817,-0.3631734744,0.9603987116399999,0.911541545658
138,0.26,0.0583095189,-0.525974026,1.6280276817,0.3631734744,0.28,0.06,-0.1637931034,1.3981481481,0.1111111111,0.46,0.0583095189,-0.1038961039,1.6280276817,0.3631734744,0.46,0.0583095189,-0.1038961039,1.6280276817,0.3631734744,0.8275440906400002,0.7936778353955002
139,0.23,0.06,-0.6959064327,1.3981481481,0.1111111111,0.21,0.0583095189,-0.7910447761,1.6280276817,0.3631734744,0.56,0.0969535971,-0.940874036,1.815527388,-0.6122692079,0.56,0.0969535971,-0.940874036,1.815527388,-0.6122692079,0.8419144427320001,0.8299752547590001
14,0.32,0.0678232998,-0.3253012048,2.3638941399,-0.7500308204,0.23,0.0678232998,0.0271493213,2.3638941399,0.7500308204,0.45,0.0948683298,-0.1764705882,1.7592592593,-0.3513641845,0.45,0.0948683298,-0.1764705882,1.7592592593,-0.3513641845,0.8669734957399999,0.8358313420360002
140,0.29,0.0663324958,0.1552511416,2.2169421488,0.3700366502,0.25,0.0836660027,-0.2142857143,2.5,0.7683612489,0.46,0.1392838828,0.0454076367,2.6687745775,-1.0391889224,0.46,0.1392838828,0.0454076367,2.6687745775,-1.0391889224,0.87288338591,0.8236169515959999
141,0.24,0.0734846923,0.3700787402,1.5781893004,0.3477670622,0.16,0.0969535971,-0.4010282776,1.4081032141,0.3752617726,0.6,0.0894427191,-0.5333333333,1.953125,0.6288941187,0.6,0.0894427191,-0.5333333333,1.953125,0.6288941187,0.8730883672190002,0.8539254060581003
142,0.25,0.0894427191,-0.2666666667,1.953125,0.6288941187,0.31,0.0969535971,-0.3325991189,2.3587596197,-0.2830922144,0.44,0.0860232527,-0.1788617886,1.9945215486,-0.3958703373,0.44,0.0860232527,-0.1788617886,1.9945215486,-0.3958703373,0.82569585716,0.7506283497890001
143,0.24,0.0734846923,-0.3087248322,1.5781893004,0.3477670622,0.22,0.0509901951,-0.1570247934,1.9556213018,0.2715454179,0.54,0.115758369,-0.3713080169,1.1963689018,-0.3365218792,0.54,0.115758369,-0.3713080169,1.1963689018,-0.3365218792,0.7824370710690001,0.7699123826519999
144,0.34,0.0663324958,-0.1111111111,2.2169421488,0.3700366502,0.18,0.081240384,-0.2883435583,2.2685950413,-0.1790421687,0.48,0.092736185,-0.2835249042,1.509194159,-0.1579875514,0.48,0.092736185,-0.2835249042,1.509194159,-0.1579875514,0.899362696755,0.838492064197
145,0.31,0.1280624847,0.0415140415,1.6140690065,0.2056922718,0.21,0.0489897949,-0.4705882353,2.7291666667,0.8675276172,0.48,0.092736185,0.1901408451,1.509194159,-0.1579875514,0.48,0.092736185,0.1901408451,1.509194159,-0.1579875514,0.97672406312,0.9401968125535
146,0.21,0.0583095189,-0.7910447761,1.6280276817,0.3631734744,0.27,0.0871779789,-0.6163141994,1.7957063712,0.0543353054,0.52,0.12489996,-0.612111293,1.3269230769,-0.2278746804,0.52,0.12489996,-0.612111293,1.3269230769,-0.2278746804,0.9363876502900002,0.9149244691665
147,0.23,0.0678232998,0.5930232558,2.3638941399,0.7500308204,0.31,0.0860232527,0.1916167665,1.9945215486,0.3958703373,0.46,0.08,-0.5316901408,1.4189453125,-0.03515625,0.46,0.08,-0.5316901408,1.4189453125,-0.03515625,0.88317388078,0.8603355707890001
148,0.22,0.0748331477,0.8648648649,2.1339285714,0.7301958931,0.33,0.1122497216,-0.4814814815,1.8469387755,-0.3436215967,0.45,0.1414213562,-1.0,2.2625,-0.7954951288,0.45,0.1414213562,-1.0,2.2625,-0.7954951288,0.8938479748614998,0.8872185539639998
149,0.24,0.0583095189,-0.0074626866,1.6280276817,-0.3631734744,0.22,0.0678232998,0.0271493213,2.3638941399,-0.7500308204,0.54,0.0583095189,-0.5168539326,1.6280276817,-0.3631734744,0.54,0.0583095189,-0.5168539326,1.6280276817,-0.3631734744,0.918153244267,0.9138961670473998
15,0.33,0.0509901951,-0.2301587302,1.9556213018,-0.2715454179,0.13,0.092736185,-0.4201877934,2.4826933478,0.9704949588,0.54,0.1240967365,-0.4190981432,1.779473773,-0.1632576395,0.54,0.1240967365,-0.4190981432,1.779473773,-0.1632576395,0.9177996347949998,0.8981985772099998
150,0.28,0.092736185,-0.2232779097,2.4826933478,0.9704949588,0.28,0.1029563014,-0.3531669866,1.3209327163,0.1319482681,0.44,0.0734846923,-0.5598290598,1.5781893004,0.3477670622,0.44,0.0734846923,-0.5598290598,1.5781893004,0.3477670622,0.9011058428400002,0.841867141465
151,0.23,0.04,0.1447368421,2.078125,0.84375,0.26,0.1019803903,0.2975206612,1.9556213018,-0.2715454179,0.51,0.0663324958,0.2401960784,2.2169421488,-0.3700366502,0.51,0.0663324958,0.2401960784,2.2169421488,-0.3700366502,0.9010046574249999,0.8927226664153498
152,0.18,0.092736185,-0.8766404199,1.509194159,-0.1579875514,0.2,0.0632455532,-0.8571428571,1.5625,-0.5929270613,0.62,0.1503329638,-0.9675456389,1.2397603571,0.2754946631,0.62,0.1503329638,-0.9675456389,1.2397603571,0.2754946631,0.875384050445,0.8129947006849999
153,0.31,0.1067707825,-0.3444639719,1.7206832872,-0.1380231722,0.28,0.0979795897,-0.6821345708,2.4361979167,-1.0269996057,0.41,0.0969535971,-0.1175115207,1.815527388,-0.6122692079,0.41,0.0969535971,-0.1175115207,1.815527388,-0.6122692079,0.9383815342150001,0.9119509732219999
