Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
H,0.2324000000,0.0294404484,0.1683805859,3.1728731042,0.0602788371,0.2978500000,0.0397508176,0.1808169360,2.8903891019,0.1958325810,0.4697500000,0.0406101896,0.1555555725,2.8890405104,0.0978838677,0.4697500000,0.0406101896,0.1555555725,2.8890405104,0.0978838677
