Instance,SBS_Prediction
71,0.8663247169963303
129,0.8236788379020138
22,0.8587604630076352
183,0.8209801198730942
429,0.8217596388581433
64,0.8635848852454463
481,0.8433664047784524
241,0.8528741836070707
281,0.8621643677695642
84,0.8664865975903444
161,0.8461841880357749
103,0.8650218445566548
209,0.8527966292151516
206,0.8658593492826716
244,0.85950619589366
336,0.8492730598263087
331,0.8507317146940551
0,0.8662100686351257
261,0.8584495384230456
504,0.8570693233053965
407,0.8603066746046061
440,0.868707917850183
230,0.8528863133951322
430,0.8666281109622405
A,0.8538846303381328
357,0.8567553511219443
202,0.8500843443361731
345,0.8497302266494726
232,0.8670531429214199
127,0.8555113867150869
20,0.8553585088838958
387,0.8813382181427847
67,0.8456902421673734
502,0.8406521736603848
94,0.8453182329611463
74,0.863338166653319
23,0.8499246564509175
156,0.8657809083786323
394,0.8455373907256254
121,0.8625351018592795
242,0.8510408235975404
80,0.8406098326876038
11,0.8600748814293165
59,0.8565168308425116
179,0.8572944666352044
427,0.8704506777396872
340,0.8432377749901512
137,0.8422487828233133
366,0.8561360574908038
322,0.856725346622899
81,0.8688544674755667
237,0.8719863973848985
69,0.8756412049934191
239,0.8614977848892942
497,0.8600248833657774
496,0.8540212471728449
