Fold,SBS_Best_Models
0,COMOLSD
1,COMOLSD
2,COMOLSD
3,COMOLSD
4,COMOLSD
5,MOEAD
6,COMOLSD
7,COMOLSD
8,MOEAD
9,MOEAD
10,MOEAD
11,COMOLSD
12,COMOLSD
13,COMOLSD
14,MOEAD
15,COMOLSD
16,MOEAD
17,MOEAD
18,MOEAD
19,COMOLSD
20,MOEAD
21,MOEAD
22,MOEAD
23,MOEAD
24,MOEAD
25,MOEAD
26,COMOLSD
27,COMOLSD
28,MOEAD
29,MOEAD
30,MOEAD
31,COMOLSD
32,MOEAD
33,MOEAD
34,COMOLSD
35,COMOLSD
36,MOEAD
37,COMOLSD
38,MOEAD
39,COMOLSD
40,COMOLSD
41,COMOLSD
42,COMOLSD
43,MOEAD
44,COMOLSD
45,MOEAD
46,COMOLSD
47,COMOLSD
48,COMOLSD
49,COMOLSD
50,COMOLSD
51,COMOLSD
52,MOEAD
53,COMOLSD
54,COMOLSD
55,COMOLSD
56,COMOLSD
57,COMOLSD
58,MOEAD
59,MOEAD
60,COMOLSD
61,COMOLSD
62,MOEAD
63,COMOLSD
64,MOEAD
65,MOEAD
66,COMOLSD
67,COMOLSD
68,MOEAD
69,MOEAD
70,MOEAD
71,MOEAD
72,COMOLSD
73,COMOLSD
74,MOEAD
75,COMOLSD
76,COMOLSD
77,MOEAD
78,MOEAD
79,MOEAD
80,MOEAD
81,MOEAD
82,MOEAD
83,COMOLSD
84,COMOLSD
85,COMOLSD
86,MOEAD
87,MOEAD
88,COMOLSD
89,MOEAD
90,MOEAD
91,MOEAD
92,COMOLSD
93,MOEAD
94,COMOLSD
95,MOEAD
96,COMOLSD
97,COMOLSD
98,COMOLSD
99,MOEAD
