Fold,SBS_Best_Models
0,COMOLSD
1,MOEAD
2,MOEAD
3,MOEAD
4,MOEAD
5,MOEAD
6,COMOLSD
7,MOEAD
8,COMOLSD
9,COMOLSD
10,COMOLSD
11,COMOLSD
12,MOEAD
13,MOEAD
14,MOEAD
15,COMOLSD
16,COMOLSD
17,COMOLSD
18,COMOLSD
19,COMOLSD
20,COMOLSD
21,COMOLSD
22,COMOLSD
23,COMOLSD
24,MOEAD
25,COMOLSD
26,MOEAD
27,COMOLSD
28,COMOLSD
29,COMOLSD
30,COMOLSD
31,COMOLSD
32,MOEAD
33,COMOLSD
34,COMOLSD
35,COMOLSD
36,MOEAD
37,COMOLSD
38,MOEAD
39,COMOLSD
40,COMOLSD
41,COMOLSD
42,MOEAD
43,COMOLSD
44,MOEAD
45,MOEAD
46,MOEAD
47,MOEAD
48,MOEAD
49,MOEAD
50,COMOLSD
51,COMOLSD
52,COMOLSD
53,COMOLSD
54,COMOLSD
55,MOEAD
56,COMOLSD
57,COMOLSD
58,MOEAD
59,MOEAD
60,COMOLSD
61,MOEAD
62,COMOLSD
63,COMOLSD
64,COMOLSD
65,COMOLSD
66,COMOLSD
67,MOEAD
68,COMOLSD
69,COMOLSD
70,COMOLSD
71,COMOLSD
72,COMOLSD
73,MOEAD
74,COMOLSD
75,MOEAD
76,COMOLSD
77,COMOLSD
78,COMOLSD
79,MOEAD
80,COMOLSD
81,COMOLSD
82,COMOLSD
83,MOEAD
84,COMOLSD
85,MOEAD
86,MOEAD
87,MOEAD
88,MOEAD
89,COMOLSD
90,MOEAD
91,COMOLSD
92,COMOLSD
93,COMOLSD
94,MOEAD
95,MOEAD
96,COMOLSD
97,COMOLSD
98,MOEAD
99,COMOLSD
