Instance,SBS_Prediction
71,0.72582530422047
129,0.7307601291188857
22,0.6949169469202293
183,0.757905553527083
429,0.6444780358514005
64,0.6564683468703201
481,0.7461543679771785
241,0.7712919731913651
281,0.7468975919046343
84,0.7243661758707914
161,0.8003318633828829
103,0.6070605060351082
209,0.6436499745709614
206,0.6322800180458892
244,0.6378686943937665
336,0.6228536254288365
331,0.6254197845125293
0,0.6408377794054628
261,0.6376181684141243
504,0.6233831932014461
407,0.6330896165415876
440,0.6326855883617041
230,0.6509902411592102
430,0.6427803906351304
A,0.6196228604537454
357,0.646968932501875
202,0.6225816989986654
345,0.6411467138162087
232,0.6405751154243927
127,0.6413640145232086
20,0.6309653505200178
387,0.6228107767986427
67,0.635815115278246
502,0.6280695518097241
94,0.6344039495482295
74,0.6430332267568842
23,0.611251626986548
156,0.6269077553366936
394,0.6247773581039477
121,0.6217592467799755
242,0.6391091016161936
80,0.6188763693333691
11,0.6421751429747319
59,0.6278334548482782
179,0.6292497289191872
427,0.6415100946125133
340,0.6323533248230501
137,0.6330805063050584
366,0.6265080944651755
322,0.6245239291697883
81,0.6232926183558639
237,0.6184113689134856
69,0.6630206212408752
239,0.6375275745438413
497,0.6195452192231744
496,0.606385220034212
92,0.6324529575142334
168,0.6301337032696782
14,0.621263432601377
367,0.6405725487807178
247,0.6309421520218863
