r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.0005360828,0.000482749,0.0004642679,0.0004361701,0.000470817,0.0004348323
50%,0.0004298511,0.0004549132,0.0004311436,0.0003952045,0.0004117417,0.0004596245
25%,0.0004256106,0.0004425625,0.0004778447,0.0004086993,0.0005400866,0.0004175503
10%,0.0005477113,0.0003514766,0.0004568297,0.0004997382,0.0004797289,0.0004126522
5%,0.000431169,0.000448569,0.0004817748,0.0004825838,0.0005249153,0.0005231344
