r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.0036280452,0.0031641581,0.0029908722,0.002759507,0.0028755299,0.0028151523
50%,0.0025262899,0.0028758881,0.0024691268,0.0026417468,0.0026423112,0.0030470445
25%,0.0028728596,0.0028745655,0.0031071544,0.0024690633,0.0033409189,0.0024691277
10%,0.0034548423,0.0022924817,0.0028732769,0.0029347195,0.0030491904,0.0028148370
5%,0.0028151672,0.0027596115,0.0031068591,0.0029338684,0.003339823,0.0031096804
