r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.0637995982,0.0572634682,0.0549761263,0.0516492583,0.0559259262,0.0514173171
50%,0.0509990608,0.053922225,0.0511408338,0.0465644062,0.0486459193,0.0542708325
25%,0.0500951171,0.052383802,0.0567043314,0.0484009798,0.0644909855,0.0494520355
10%,0.0651977045,0.0412380114,0.0541841404,0.0595465865,0.0569838645,0.0485487057
5%,0.0508490765,0.0531940029,0.0572137705,0.0573963084,0.0625706989,0.0624381525
