r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.9638325952,0.9686690783,0.9758404601,0.9779704317,0.9779665592,0.9791791057
50%,0.9821673108,0.9778746297,0.983473498,0.980191991,0.9820820229,0.9768764241
25%,0.974840334,0.9758195575,0.9721124143,0.9849234894,0.9656573672,0.9823097502
10%,0.9679988906,0.9870950129,0.9787392681,0.9760216963,0.9755006071,0.9755233805
5%,0.9784852067,0.9782595705,0.9760923609,0.9756802615,0.9687502477,0.9722502467
