Fold,SBS_Best_Models
0,COMOLSD
1,COMOLSD
2,COMOLSD
3,MOEAD
4,COMOLSD
5,COMOLSD
6,MOEAD
7,COMOLSD
8,MOEAD
9,COMOLSD
10,COMOLSD
11,COMOLSD
12,MOEAD
13,COMOLSD
14,MOEAD
15,COMOLSD
16,COMOLSD
17,COMOLSD
18,COMOLSD
19,COMOLSD
20,MOEAD
21,COMOLSD
22,COMOLSD
23,COMOLSD
24,MOEAD
25,MOEAD
26,COMOLSD
27,MOEAD
28,COMOLSD
29,COMOLSD
30,MOEAD
31,MOEAD
32,COMOLSD
33,COMOLSD
34,COMOLSD
35,COMOLSD
36,COMOLSD
37,COMOLSD
38,COMOLSD
39,COMOLSD
40,MOEAD
41,MOEAD
42,COMOLSD
43,COMOLSD
44,COMOLSD
45,COMOLSD
46,MOEAD
47,COMOLSD
48,MOEAD
49,MOEAD
50,COMOLSD
51,MOEAD
52,MOEAD
53,COMOLSD
54,COMOLSD
55,COMOLSD
56,COMOLSD
57,COMOLSD
58,COMOLSD
59,COMOLSD
60,COMOLSD
61,MOEAD
62,COMOLSD
63,MOEAD
64,COMOLSD
65,COMOLSD
66,COMOLSD
67,MOEAD
68,COMOLSD
69,MOEAD
70,COMOLSD
71,COMOLSD
72,COMOLSD
73,COMOLSD
74,MOEAD
75,MOEAD
76,COMOLSD
77,MOEAD
78,COMOLSD
79,MOEAD
80,MOEAD
81,COMOLSD
82,MOEAD
83,COMOLSD
84,MOEAD
85,COMOLSD
86,COMOLSD
87,COMOLSD
88,COMOLSD
89,MOEAD
90,MOEAD
91,COMOLSD
92,COMOLSD
93,COMOLSD
94,MOEAD
95,COMOLSD
96,COMOLSD
97,COMOLSD
98,MOEAD
99,COMOLSD
