Fold,SBS_Best_Models
0,COMOLSD
1,MOEAD
2,COMOLSD
3,COMOLSD
4,MOEAD
5,MOEAD
6,MOEAD
7,MOEAD
8,MOEAD
9,MOEAD
10,COMOLSD
11,COMOLSD
12,COMOLSD
13,COMOLSD
14,COMOLSD
15,MOEAD
16,MOEAD
17,MOEAD
18,MOEAD
19,COMOLSD
20,MOEAD
21,COMOLSD
22,COMOLSD
23,COMOLSD
24,COMOLSD
25,MOEAD
26,COMOLSD
27,MOEAD
28,COMOLSD
29,MOEAD
30,COMOLSD
31,COMOLSD
32,MOEAD
33,MOEAD
34,MOEAD
35,MOEAD
36,MOEAD
37,COMOLSD
38,MOEAD
39,MOEAD
40,COMOLSD
41,MOEAD
42,COMOLSD
43,COMOLSD
44,COMOLSD
45,COMOLSD
46,COMOLSD
47,COMOLSD
48,COMOLSD
49,MOEAD
50,MOEAD
51,COMOLSD
52,COMOLSD
53,COMOLSD
54,MOEAD
55,MOEAD
56,MOEAD
57,MOEAD
58,COMOLSD
59,COMOLSD
60,MOEAD
61,COMOLSD
62,COMOLSD
63,COMOLSD
64,COMOLSD
65,COMOLSD
66,COMOLSD
67,COMOLSD
68,COMOLSD
69,MOEAD
70,COMOLSD
71,COMOLSD
72,MOEAD
73,MOEAD
74,MOEAD
75,MOEAD
76,COMOLSD
77,COMOLSD
78,MOEAD
79,COMOLSD
80,COMOLSD
81,MOEAD
82,COMOLSD
83,MOEAD
84,MOEAD
85,COMOLSD
86,COMOLSD
87,MOEAD
88,COMOLSD
89,MOEAD
90,COMOLSD
91,COMOLSD
92,COMOLSD
93,MOEAD
94,MOEAD
95,MOEAD
96,COMOLSD
97,MOEAD
98,MOEAD
99,COMOLSD
