Generation 0 | Revalues: 100 | GridSize: 4
Generation 1 | Revalues: 22460 | GridSize: 160
Generation 2 | Revalues: 25500 | GridSize: 181
Generation 3 | Revalues: 28230 | GridSize: 179
Generation 4 | Revalues: 30780 | GridSize: 205
Generation 5 | Revalues: 33250 | GridSize: 212
Generation 6 | Revalues: 35840 | GridSize: 227
Generation 7 | Revalues: 38080 | GridSize: 222
Generation 8 | Revalues: 39850 | GridSize: 203
Generation 9 | Revalues: 42090 | GridSize: 199
Generation 10 | Revalues: 43800 | GridSize: 210
Generation 11 | Revalues: 45200 | GridSize: 217
Generation 12 | Revalues: 47110 | GridSize: 197
Generation 13 | Revalues: 49430 | GridSize: 184
Generation 14 | Revalues: 50940 | GridSize: 193
Generation 15 | Revalues: 53230 | GridSize: 183
Generation 16 | Revalues: 55310 | GridSize: 189
Generation 17 | Revalues: 56920 | GridSize: 194
Generation 18 | Revalues: 58410 | GridSize: 195
Generation 19 | Revalues: 59880 | GridSize: 204
Generation 20 | Revalues: 61500 | GridSize: 212
Generation 21 | Revalues: 63100 | GridSize: 207
Generation 22 | Revalues: 64780 | GridSize: 218
Generation 23 | Revalues: 66240 | GridSize: 216
Generation 24 | Revalues: 67390 | GridSize: 219
Generation 25 | Revalues: 68440 | GridSize: 222
Generation 26 | Revalues: 69540 | GridSize: 222
Generation 27 | Revalues: 71490 | GridSize: 220
Generation 28 | Revalues: 72910 | GridSize: 219
Generation 29 | Revalues: 73990 | GridSize: 229
Generation 30 | Revalues: 75790 | GridSize: 219
Generation 31 | Revalues: 77400 | GridSize: 220
Generation 32 | Revalues: 78680 | GridSize: 225
Generation 33 | Revalues: 79970 | GridSize: 224
Generation 34 | Revalues: 82080 | GridSize: 211
Generation 35 | Revalues: 83250 | GridSize: 224
Generation 36 | Revalues: 84750 | GridSize: 218
Generation 37 | Revalues: 86150 | GridSize: 210
Generation 38 | Revalues: 87430 | GridSize: 211
Generation 39 | Revalues: 88840 | GridSize: 218
Generation 40 | Revalues: 89950 | GridSize: 230
Generation 41 | Revalues: 91370 | GridSize: 213
Generation 42 | Revalues: 92750 | GridSize: 220
Generation 43 | Revalues: 94560 | GridSize: 232
Generation 44 | Revalues: 95910 | GridSize: 236
Generation 45 | Revalues: 98000 | GridSize: 233
Generation 46 | Revalues: 99340 | GridSize: 233
Generation 47 | Revalues: 100870 | GridSize: 242
Generation 48 | Revalues: 102150 | GridSize: 244
Generation 49 | Revalues: 103950 | GridSize: 232
Generation 50 | Revalues: 105310 | GridSize: 239
Generation 51 | Revalues: 106660 | GridSize: 255
Generation 52 | Revalues: 108670 | GridSize: 266
Generation 53 | Revalues: 109860 | GridSize: 274
Generation 54 | Revalues: 110990 | GridSize: 273
Generation 55 | Revalues: 112380 | GridSize: 274
Generation 56 | Revalues: 113800 | GridSize: 283
Generation 57 | Revalues: 115000 | GridSize: 282
Generation 58 | Revalues: 116230 | GridSize: 283
Generation 59 | Revalues: 117410 | GridSize: 283
Generation 60 | Revalues: 118750 | GridSize: 290
Generation 61 | Revalues: 120010 | GridSize: 293
Generation 62 | Revalues: 121450 | GridSize: 293
Generation 63 | Revalues: 122660 | GridSize: 287
Generation 64 | Revalues: 123980 | GridSize: 295
Generation 65 | Revalues: 125380 | GridSize: 295
Generation 66 | Revalues: 126580 | GridSize: 300
Generation 67 | Revalues: 127900 | GridSize: 290
Generation 68 | Revalues: 129050 | GridSize: 299
Generation 69 | Revalues: 130160 | GridSize: 296
Generation 70 | Revalues: 131350 | GridSize: 297
Generation 71 | Revalues: 132470 | GridSize: 294
Generation 72 | Revalues: 133910 | GridSize: 293
Generation 73 | Revalues: 135170 | GridSize: 277
Generation 74 | Revalues: 136420 | GridSize: 275
Generation 75 | Revalues: 137530 | GridSize: 286
Generation 76 | Revalues: 138750 | GridSize: 285
Generation 77 | Revalues: 139910 | GridSize: 287
Generation 78 | Revalues: 141140 | GridSize: 293
Generation 79 | Revalues: 142310 | GridSize: 300
Generation 80 | Revalues: 143750 | GridSize: 293
Generation 81 | Revalues: 145320 | GridSize: 291
Generation 82 | Revalues: 146410 | GridSize: 289
Generation 83 | Revalues: 147550 | GridSize: 291
Generation 84 | Revalues: 148930 | GridSize: 288
Generation 85 | Revalues: 150020 | GridSize: 299
Generation 86 | Revalues: 151170 | GridSize: 294
Generation 87 | Revalues: 152350 | GridSize: 297
Generation 88 | Revalues: 153570 | GridSize: 293
Generation 89 | Revalues: 154800 | GridSize: 300
Generation 90 | Revalues: 155890 | GridSize: 300
Generation 91 | Revalues: 157110 | GridSize: 289
Generation 92 | Revalues: 158290 | GridSize: 289
Generation 93 | Revalues: 159380 | GridSize: 296
Generation 94 | Revalues: 160460 | GridSize: 300
Generation 95 | Revalues: 161820 | GridSize: 300
Generation 96 | Revalues: 162890 | GridSize: 298
Generation 97 | Revalues: 164200 | GridSize: 293
Generation 98 | Revalues: 165260 | GridSize: 295
Generation 99 | Revalues: 166360 | GridSize: 300
Generation 100 | Revalues: 167490 | GridSize: 300
Generation 101 | Revalues: 168830 | GridSize: 300
Generation 102 | Revalues: 169890 | GridSize: 300
Generation 103 | Revalues: 170930 | GridSize: 299
Generation 104 | Revalues: 172160 | GridSize: 299
Generation 105 | Revalues: 173240 | GridSize: 296
Generation 106 | Revalues: 174350 | GridSize: 295
Generation 107 | Revalues: 175600 | GridSize: 297
Generation 108 | Revalues: 176900 | GridSize: 300
Generation 109 | Revalues: 178020 | GridSize: 300
Generation 110 | Revalues: 179100 | GridSize: 300
Generation 111 | Revalues: 180450 | GridSize: 300
Generation 112 | Revalues: 181850 | GridSize: 296
Generation 113 | Revalues: 183050 | GridSize: 294
Generation 114 | Revalues: 184280 | GridSize: 294
Generation 115 | Revalues: 185410 | GridSize: 298
Generation 116 | Revalues: 186660 | GridSize: 297
Generation 117 | Revalues: 187860 | GridSize: 291
Generation 118 | Revalues: 188900 | GridSize: 298
Generation 119 | Revalues: 190300 | GridSize: 300
Generation 120 | Revalues: 191650 | GridSize: 300
Generation 121 | Revalues: 192710 | GridSize: 300
Generation 122 | Revalues: 194100 | GridSize: 300
Generation 123 | Revalues: 195400 | GridSize: 300
