Feature,Importance
IND_avg,0.17633102820264424
IND_kr,0.11383030311203786
IND_sd,0.08963684658399869
INC_avg,0.07863464894759754
IND_sk,0.0755156536191489
INC_r1,0.07093174789683447
INF_r1,0.07072237104773929
INC_sd,0.0537192318566704
INF_sd,0.04863963156868847
INC_kr,0.03578393171196163
INF_avg,0.03335244636939201
SUP_r1,0.0277277789622002
INF_sk,0.026907044421792307
SUP_avg,0.02353144650557458
INF_kr,0.01704259995042379
SUP_sk,0.013816778879710471
IND_r1,0.01256712400595878
INC_sk,0.012159944144802428
SUP_kr,0.011886839357373216
SUP_sd,0.007262602855450729
