Feature,Importance
INC_sk,0.16636538845069693
INC_kr,0.13649466372362795
INC_sd,0.12708010619800295
SUP_r1,0.09135116798566247
SUP_sk,0.07884565676488968
SUP_sd,0.07361584027329894
SUP_kr,0.07136275629745703
INF_kr,0.04228353675769239
IND_avg,0.03641482854744364
INF_sk,0.03087930009024583
INF_avg,0.029448087207750148
IND_sd,0.027732310136921446
SUP_avg,0.025928703598900052
IND_r1,0.017830934197914733
INF_sd,0.011504194459261824
IND_sk,0.008347505087439026
INC_avg,0.00804954021400966
IND_kr,0.007006632902719422
INC_r1,0.005252969197246524
INF_r1,0.004205877908819414
