Feature,Importance
INF_sd,0.2546705176157487
INC_kr,0.1668850387611729
INF_r1,0.12606180478192597
IND_avg,0.09447173086886432
INF_avg,0.08480317281929116
INC_avg,0.08040726541374343
SUP_sd,0.05905063759914351
IND_r1,0.04577020547589111
SUP_avg,0.03626028742685742
INC_sd,0.016089495847367356
INC_r1,0.009898969075603628
INC_sk,0.004890117206069285
IND_sk,0.0047345890939686445
SUP_r1,0.003720168820250802
INF_sk,0.0033320503521885847
SUP_kr,0.0030753192308759416
INF_kr,0.0029291683373651846
IND_kr,0.0012456344114409766
SUP_sk,0.0009712031082356128
IND_sd,0.0007326237539954803
