Feature,Importance
INF_kr,0.3371739191856841
INC_sd,0.15532513126819464
IND_avg,0.12643023180141133
INC_sk,0.05565241953787073
INC_r1,0.0547451761376816
INF_avg,0.051615218391210436
SUP_r1,0.034680458665484644
INF_sd,0.03328696289270287
IND_kr,0.022440476703567067
INF_r1,0.022031891372946394
SUP_sk,0.020681151579665578
INC_avg,0.020217220223033863
IND_sd,0.018853840444095115
INF_sk,0.01859457481163122
SUP_avg,0.010401722114413781
INC_kr,0.007379331578063702
IND_r1,0.005456824498361094
SUP_sd,0.002607696399155156
SUP_kr,0.0013533004989312722
IND_sk,0.0010724518958952452
