Generation 0 | Revalues: 100 | GridSize: 6
Generation 1 | Revalues: 29370 | GridSize: 292
Generation 2 | Revalues: 36870 | GridSize: 300
Generation 3 | Revalues: 42080 | GridSize: 300
Generation 4 | Revalues: 44690 | GridSize: 300
Generation 5 | Revalues: 48420 | GridSize: 297
Generation 6 | Revalues: 53110 | GridSize: 298
Generation 7 | Revalues: 57060 | GridSize: 298
Generation 8 | Revalues: 59210 | GridSize: 300
Generation 9 | Revalues: 61950 | GridSize: 300
Generation 10 | Revalues: 64310 | GridSize: 300
Generation 11 | Revalues: 65800 | GridSize: 300
Generation 12 | Revalues: 68100 | GridSize: 300
Generation 13 | Revalues: 69350 | GridSize: 300
Generation 14 | Revalues: 70600 | GridSize: 300
Generation 15 | Revalues: 71980 | GridSize: 300
Generation 16 | Revalues: 73530 | GridSize: 300
Generation 17 | Revalues: 75390 | GridSize: 300
Generation 18 | Revalues: 77190 | GridSize: 300
Generation 19 | Revalues: 78600 | GridSize: 300
Generation 20 | Revalues: 80250 | GridSize: 300
Generation 21 | Revalues: 82200 | GridSize: 300
Generation 22 | Revalues: 83630 | GridSize: 300
Generation 23 | Revalues: 85040 | GridSize: 300
Generation 24 | Revalues: 86750 | GridSize: 298
Generation 25 | Revalues: 88880 | GridSize: 300
Generation 26 | Revalues: 90470 | GridSize: 300
Generation 27 | Revalues: 92190 | GridSize: 300
Generation 28 | Revalues: 94280 | GridSize: 300
Generation 29 | Revalues: 95720 | GridSize: 300
Generation 30 | Revalues: 97160 | GridSize: 300
Generation 31 | Revalues: 98360 | GridSize: 300
Generation 32 | Revalues: 99730 | GridSize: 300
Generation 33 | Revalues: 101090 | GridSize: 300
Generation 34 | Revalues: 102450 | GridSize: 300
Generation 35 | Revalues: 103660 | GridSize: 299
Generation 36 | Revalues: 104830 | GridSize: 300
Generation 37 | Revalues: 106250 | GridSize: 298
Generation 38 | Revalues: 107500 | GridSize: 300
Generation 39 | Revalues: 108790 | GridSize: 300
Generation 40 | Revalues: 109970 | GridSize: 300
Generation 41 | Revalues: 111210 | GridSize: 300
Generation 42 | Revalues: 112470 | GridSize: 300
Generation 43 | Revalues: 114090 | GridSize: 300
Generation 44 | Revalues: 115240 | GridSize: 300
Generation 45 | Revalues: 116840 | GridSize: 299
Generation 46 | Revalues: 118080 | GridSize: 300
Generation 47 | Revalues: 119520 | GridSize: 300
Generation 48 | Revalues: 120870 | GridSize: 300
Generation 49 | Revalues: 122210 | GridSize: 300
Generation 50 | Revalues: 123560 | GridSize: 299
Generation 51 | Revalues: 124910 | GridSize: 300
Generation 52 | Revalues: 126150 | GridSize: 300
Generation 53 | Revalues: 127320 | GridSize: 300
Generation 54 | Revalues: 128480 | GridSize: 300
Generation 55 | Revalues: 129660 | GridSize: 300
Generation 56 | Revalues: 131360 | GridSize: 300
Generation 57 | Revalues: 132590 | GridSize: 300
Generation 58 | Revalues: 133840 | GridSize: 300
Generation 59 | Revalues: 135550 | GridSize: 299
Generation 60 | Revalues: 137030 | GridSize: 300
Generation 61 | Revalues: 138170 | GridSize: 299
Generation 62 | Revalues: 139420 | GridSize: 300
Generation 63 | Revalues: 140590 | GridSize: 300
Generation 64 | Revalues: 141830 | GridSize: 300
Generation 65 | Revalues: 143420 | GridSize: 299
Generation 66 | Revalues: 144570 | GridSize: 300
Generation 67 | Revalues: 145630 | GridSize: 300
Generation 68 | Revalues: 146700 | GridSize: 300
Generation 69 | Revalues: 148010 | GridSize: 300
Generation 70 | Revalues: 149190 | GridSize: 300
Generation 71 | Revalues: 150400 | GridSize: 300
Generation 72 | Revalues: 151600 | GridSize: 299
Generation 73 | Revalues: 152640 | GridSize: 300
Generation 74 | Revalues: 153960 | GridSize: 300
Generation 75 | Revalues: 155200 | GridSize: 300
Generation 76 | Revalues: 156230 | GridSize: 300
Generation 77 | Revalues: 157270 | GridSize: 300
Generation 78 | Revalues: 158600 | GridSize: 296
Generation 79 | Revalues: 159930 | GridSize: 300
Generation 80 | Revalues: 161140 | GridSize: 300
Generation 81 | Revalues: 162460 | GridSize: 300
Generation 82 | Revalues: 163550 | GridSize: 300
Generation 83 | Revalues: 164690 | GridSize: 300
Generation 84 | Revalues: 165900 | GridSize: 299
Generation 85 | Revalues: 167160 | GridSize: 300
Generation 86 | Revalues: 168210 | GridSize: 300
Generation 87 | Revalues: 169300 | GridSize: 300
Generation 88 | Revalues: 170340 | GridSize: 300
Generation 89 | Revalues: 171420 | GridSize: 300
Generation 90 | Revalues: 172510 | GridSize: 300
Generation 91 | Revalues: 173760 | GridSize: 300
Generation 92 | Revalues: 175070 | GridSize: 300
Generation 93 | Revalues: 176410 | GridSize: 300
Generation 94 | Revalues: 177600 | GridSize: 300
Generation 95 | Revalues: 178750 | GridSize: 300
Generation 96 | Revalues: 180150 | GridSize: 300
Generation 97 | Revalues: 181520 | GridSize: 300
Generation 98 | Revalues: 182810 | GridSize: 300
Generation 99 | Revalues: 183960 | GridSize: 300
Generation 100 | Revalues: 185210 | GridSize: 300
