r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.0004338812,0.0004802343,0.0004556408,0.0004669548,0.0004644289,0.0003859119
50%,0.0005193922,0.0004134429,0.0004744018,0.0004122035,0.0004980207,0.0005140725
25%,0.0004617698,0.0004443664,0.0004469877,0.000467083,0.0004455066,0.0004442783
10%,0.0003830721,0.000480438,0.0004004524,0.0004630787,0.0003691933,0.0004221859
5%,0.0004059512,0.0004030751,0.000471066,0.0004865606,0.0004602654,0.0004587082
