r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.0512193855,0.0569227418,0.0538658505,0.055327958,0.055029789,0.0454599226
50%,0.0618210473,0.0487861323,0.056324684,0.0486015737,0.0591853098,0.0610357204
25%,0.0545446217,0.0525937012,0.0528997565,0.0554196572,0.0527624101,0.0525784324
10%,0.0450369528,0.0569768463,0.0472550537,0.0549853839,0.0435269165,0.0496383773
5%,0.0478193408,0.0476366596,0.0558261675,0.0577632073,0.0545641448,0.0543927624
