r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.9735856879,0.9721233397,0.9726357661,0.9718368691,0.9716169155,0.9825866666
50%,0.9635044264,0.9792375384,0.9745009807,0.979159187,0.9702006832,0.9586857448
25%,0.9763201005,0.976506006,0.9771429904,0.9755316324,0.9734165163,0.9785583046
10%,0.984426819,0.9736663138,0.9813386315,0.9762316277,0.9865936508,0.9785922393
5%,0.9792796336,0.9871649262,0.9687752327,0.968539903,0.9766564244,0.9742989113
