r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.0029317371,0.0031637079,0.003105628,0.0031065218,0.0031645823,0.0025255261
50%,0.0035128919,0.0027007502,0.0029331675,0.0028159113,0.0033389778,0.0035698870
25%,0.00316309,0.0029325674,0.0029901778,0.0029910518,0.0028750919,0.0028742852
10%,0.0024678502,0.0030487401,0.0025839237,0.0028755557,0.0023521657,0.0029304421
5%,0.0026992246,0.0025265061,0.0032225432,0.00328078,0.0029906535,0.0029351333
