Generation 0 | Revalues: 100 | GridSize: 7
Generation 1 | Revalues: 11910 | GridSize: 94
Generation 2 | Revalues: 14520 | GridSize: 97
Generation 3 | Revalues: 16760 | GridSize: 100
Generation 4 | Revalues: 18150 | GridSize: 111
Generation 5 | Revalues: 19570 | GridSize: 113
Generation 6 | Revalues: 20880 | GridSize: 112
Generation 7 | Revalues: 22340 | GridSize: 104
Generation 8 | Revalues: 23750 | GridSize: 116
Generation 9 | Revalues: 25600 | GridSize: 118
Generation 10 | Revalues: 26960 | GridSize: 126
Generation 11 | Revalues: 28030 | GridSize: 125
Generation 12 | Revalues: 29540 | GridSize: 130
Generation 13 | Revalues: 30970 | GridSize: 135
Generation 14 | Revalues: 32200 | GridSize: 145
Generation 15 | Revalues: 33280 | GridSize: 148
Generation 16 | Revalues: 35700 | GridSize: 143
Generation 17 | Revalues: 37130 | GridSize: 133
Generation 18 | Revalues: 38790 | GridSize: 138
Generation 19 | Revalues: 40010 | GridSize: 139
Generation 20 | Revalues: 41220 | GridSize: 144
Generation 21 | Revalues: 42390 | GridSize: 141
Generation 22 | Revalues: 43470 | GridSize: 146
Generation 23 | Revalues: 44520 | GridSize: 146
Generation 24 | Revalues: 45660 | GridSize: 150
Generation 25 | Revalues: 46940 | GridSize: 148
Generation 26 | Revalues: 48210 | GridSize: 144
Generation 27 | Revalues: 49380 | GridSize: 146
Generation 28 | Revalues: 50650 | GridSize: 141
Generation 29 | Revalues: 51970 | GridSize: 144
Generation 30 | Revalues: 53160 | GridSize: 148
Generation 31 | Revalues: 54220 | GridSize: 151
Generation 32 | Revalues: 55630 | GridSize: 155
Generation 33 | Revalues: 56640 | GridSize: 160
Generation 34 | Revalues: 57910 | GridSize: 150
Generation 35 | Revalues: 59180 | GridSize: 153
Generation 36 | Revalues: 60230 | GridSize: 162
Generation 37 | Revalues: 61430 | GridSize: 163
Generation 38 | Revalues: 62600 | GridSize: 159
Generation 39 | Revalues: 63710 | GridSize: 158
Generation 40 | Revalues: 64870 | GridSize: 153
Generation 41 | Revalues: 66020 | GridSize: 154
Generation 42 | Revalues: 67040 | GridSize: 159
Generation 43 | Revalues: 68150 | GridSize: 165
Generation 44 | Revalues: 69290 | GridSize: 176
Generation 45 | Revalues: 70470 | GridSize: 166
Generation 46 | Revalues: 71480 | GridSize: 170
Generation 47 | Revalues: 72580 | GridSize: 171
Generation 48 | Revalues: 73720 | GridSize: 164
Generation 49 | Revalues: 74820 | GridSize: 169
Generation 50 | Revalues: 76040 | GridSize: 157
Generation 51 | Revalues: 77070 | GridSize: 163
Generation 52 | Revalues: 78100 | GridSize: 168
Generation 53 | Revalues: 79240 | GridSize: 173
Generation 54 | Revalues: 80720 | GridSize: 157
Generation 55 | Revalues: 81810 | GridSize: 157
Generation 56 | Revalues: 82960 | GridSize: 156
Generation 57 | Revalues: 84200 | GridSize: 152
Generation 58 | Revalues: 85300 | GridSize: 157
Generation 59 | Revalues: 86310 | GridSize: 160
Generation 60 | Revalues: 87390 | GridSize: 164
Generation 61 | Revalues: 88540 | GridSize: 162
Generation 62 | Revalues: 89930 | GridSize: 167
Generation 63 | Revalues: 91110 | GridSize: 168
Generation 64 | Revalues: 92450 | GridSize: 166
Generation 65 | Revalues: 93470 | GridSize: 168
Generation 66 | Revalues: 94820 | GridSize: 166
Generation 67 | Revalues: 95910 | GridSize: 169
Generation 68 | Revalues: 96950 | GridSize: 167
Generation 69 | Revalues: 98080 | GridSize: 169
Generation 70 | Revalues: 99100 | GridSize: 169
Generation 71 | Revalues: 100140 | GridSize: 174
Generation 72 | Revalues: 101180 | GridSize: 179
Generation 73 | Revalues: 102220 | GridSize: 183
Generation 74 | Revalues: 103330 | GridSize: 184
Generation 75 | Revalues: 104430 | GridSize: 183
Generation 76 | Revalues: 105480 | GridSize: 183
Generation 77 | Revalues: 106520 | GridSize: 181
Generation 78 | Revalues: 107530 | GridSize: 186
Generation 79 | Revalues: 108630 | GridSize: 185
Generation 80 | Revalues: 109660 | GridSize: 182
Generation 81 | Revalues: 110850 | GridSize: 184
Generation 82 | Revalues: 111870 | GridSize: 184
Generation 83 | Revalues: 113010 | GridSize: 183
Generation 84 | Revalues: 114060 | GridSize: 187
Generation 85 | Revalues: 115070 | GridSize: 192
Generation 86 | Revalues: 116130 | GridSize: 193
Generation 87 | Revalues: 117200 | GridSize: 190
Generation 88 | Revalues: 118240 | GridSize: 187
Generation 89 | Revalues: 119280 | GridSize: 189
Generation 90 | Revalues: 120310 | GridSize: 189
Generation 91 | Revalues: 121450 | GridSize: 192
Generation 92 | Revalues: 122490 | GridSize: 193
Generation 93 | Revalues: 123570 | GridSize: 194
Generation 94 | Revalues: 124590 | GridSize: 196
Generation 95 | Revalues: 125630 | GridSize: 194
Generation 96 | Revalues: 126650 | GridSize: 195
Generation 97 | Revalues: 127700 | GridSize: 196
Generation 98 | Revalues: 128960 | GridSize: 199
Generation 99 | Revalues: 130040 | GridSize: 201
Generation 100 | Revalues: 131180 | GridSize: 207
Generation 101 | Revalues: 132200 | GridSize: 208
Generation 102 | Revalues: 133470 | GridSize: 208
Generation 103 | Revalues: 134560 | GridSize: 208
Generation 104 | Revalues: 135690 | GridSize: 212
Generation 105 | Revalues: 136760 | GridSize: 216
Generation 106 | Revalues: 138190 | GridSize: 217
Generation 107 | Revalues: 139250 | GridSize: 216
