Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
0,0.2776190476,0.1158777994,0.2332316242,2.9841215783,0.289008021,0.1957142857,0.0966373401,0.2665866743,2.4637690489,0.2083226135,0.5266666667,0.1055747685,-0.0310977289,2.9275428139,0.1083074984,0.5266666667,0.1055747685,-0.0310977289,2.9275428139,0.1083074984,0.9328896170499998,0.8672645405285
1,0.3055555556,0.1177201117,0.1453868857,1.9789038745,0.4031893825,0.1916666667,0.1057381462,-0.0586745462,2.0567493538,0.11356622,0.5027777778,0.1399128918,-0.254787246,2.7829878927,-0.05703319,0.5027777778,0.1399128918,-0.254787246,2.7829878927,-0.05703319,0.7864280212064999,0.7718365639325001
10,0.3669642857,0.1188774826,0.1038228144,3.7712301891,0.3675238915,0.1678571429,0.0826073822,0.054088141,2.2453838763,0.1808545374,0.4651785714,0.1141426281,-0.036183531,5.067883516,0.488799774,0.4651785714,0.1141426281,-0.036183531,5.067883516,0.488799774,0.987695161085,0.9622513469200001
100,0.2824324324,0.0916929484,0.1930777312,3.3456222859,0.7351864872,0.1891891892,0.0945366618,0.2381315102,3.0748454902,0.5045065359,0.5283783784,0.1081418866,-0.0616172445,2.4500674157,-0.3966124927,0.5283783784,0.1081418866,-0.0616172445,2.4500674157,-0.3966124927,0.917417823655,0.8839551456435
101,0.3522727273,0.1238375702,0.2210891592,2.9163565216,0.1812872041,0.1772727273,0.114541847,0.4592336734,2.303024366,0.6560011629,0.4704545455,0.1040750286,-0.1204612205,2.9339242722,-0.2494273871,0.4704545455,0.1040750286,-0.1204612205,2.9339242722,-0.2494273871,0.8580990758824999,0.8549473397502501
102,0.2820512821,0.1065106107,0.0787264575,2.5644452227,0.4413659497,0.2038461538,0.0915567747,0.1118137992,2.6734878893,0.1369968139,0.5141025641,0.1208669103,0.2039667452,2.0319191685,0.3218133225,0.5141025641,0.1208669103,0.2039667452,2.0319191685,0.3218133225,0.87030830845,0.8015203408740001
103,0.4181818182,0.1377955126,-0.0502355679,2.0946704856,-0.1332041291,0.1977272727,0.1027765369,-0.11643195,2.3446844531,0.0297150702,0.3840909091,0.129146115,0.1092878426,1.6942672001,-0.0427063406,0.3840909091,0.129146115,0.1092878426,1.6942672001,-0.0427063406,0.8193412249430001,0.8067063625380001
104,0.3333333333,0.1290994449,-0.0020366599,1.4233333333,-0.0172132593,0.1888888889,0.1242259987,0.0903110048,1.532112,-0.0497301518,0.4777777778,0.0582671582,-0.4470158343,1.5119008264,0.0762770071,0.4777777778,0.0582671582,-0.4470158343,1.5119008264,0.0762770071,0.9348238153449999,0.9161733043725002
105,0.2541666667,0.1029933925,-0.0460091136,1.7347992746,-0.0546912982,0.2166666667,0.1196058341,-0.2628062361,1.8295786596,-0.1041717322,0.5291666667,0.1376262047,-0.1969635132,3.5023032376,-0.7132303139,0.5291666667,0.1376262047,-0.1969635132,3.5023032376,-0.7132303139,0.8906735659259999,0.8695021116699998
106,0.278125,0.1185442296,0.1708756969,2.343591918,-0.6547683215,0.178125,0.1045358043,0.4279085636,2.616351252,0.3428600666,0.54375,0.1297533718,-0.1497219132,3.1339893734,0.7168248465,0.54375,0.1297533718,-0.1497219132,3.1339893734,0.7168248465,0.9063076756499997,0.8869057031180001
107,0.3269230769,0.0799408065,0.4280144806,2.8463220165,0.2124969741,0.1769230769,0.0890448993,0.5364798021,2.2283080864,-0.3490930988,0.4961538462,0.0969963093,0.2247490021,1.9685237926,0.1084834716,0.4961538462,0.0969963093,0.2247490021,1.9685237926,0.1084834716,0.8782541806919999,0.8767567097211
108,0.3666666667,0.1213351648,-0.1205597417,2.2545389818,0.0984849326,0.1611111111,0.0950957932,0.4619896233,2.0572516861,0.1646943182,0.4722222222,0.0916245695,-0.3078723404,4.3528871107,-0.019616852,0.4722222222,0.0916245695,-0.3078723404,4.3528871107,-0.019616852,0.9723408774929998,0.9671056098826
109,0.253030303,0.1065572786,-0.3541110707,3.1038163235,0.3341811164,0.2393939394,0.0785836514,-0.0080086512,3.7509241166,-0.6776071662,0.5075757576,0.1128965819,-0.4231986929,2.6955688528,0.2853833244,0.5075757576,0.1128965819,-0.4231986929,2.6955688528,0.2853833244,0.9040381258399999,0.842316054223
11,0.2877777778,0.1207180165,0.078489558,3.2556899079,0.4768866383,0.1722222222,0.0951931111,0.2741816995,2.8624553601,0.5879025727,0.54,0.1093414631,-0.0029745306,2.5023596965,-0.2284715416,0.54,0.1093414631,-0.0029745306,2.5023596965,-0.2284715416,0.841261632385,0.7827758727195
110,0.2766666667,0.0611010093,0.1216862531,2.3837159864,-0.0772855028,0.2077777778,0.098857673,0.0520963359,2.4230901219,0.0423767315,0.5155555556,0.0982187028,0.1226716599,2.6724519182,0.0896410241,0.5155555556,0.0982187028,0.1226716599,2.6724519182,0.0896410241,0.866086683205,0.795922497832
111,0.2666666667,0.1333333333,0.4395604396,1.3798828125,-0.18359375,0.2833333333,0.1224744871,0.6345177665,3.6275720165,-1.0634615961,0.45,0.1130388331,0.1428571429,1.9820415879,0.1730840355,0.45,0.1130388331,0.1428571429,1.9820415879,0.1730840355,0.799677899145,0.7708040615020001
112,0.3041666667,0.0776164,0.1860494935,2.150844206,-0.1389255499,0.1541666667,0.0876981882,0.1333261362,4.5276612874,1.1700897131,0.5416666667,0.0986013297,0.1446692842,3.0938265306,-0.5825527542,0.5416666667,0.0986013297,0.1446692842,3.0938265306,-0.5825527542,0.8345209516005001,0.8333293816639997
113,0.3365384615,0.1205417996,0.4237529638,2.0654103983,-0.0945278832,0.1826923077,0.1200499157,0.4720955177,2.6773977654,0.6272434814,0.4807692308,0.105681782,-0.0637330062,2.1059479847,-0.2952953206,0.4807692308,0.105681782,-0.0637330062,2.1059479847,-0.2952953206,0.9026729472304998,0.8975197271876001
