Fold,SBS_Best_Models
0,COMOLSD
1,COMOLSD
2,MOEAD
3,COMOLSD
4,MOEAD
5,COMOLSD
6,COMOLSD
7,COMOLSD
8,MOEAD
9,MOEAD
10,COMOLSD
11,MOEAD
12,COMOLSD
13,MOEAD
14,COMOLSD
15,COMOLSD
16,MOEAD
17,MOEAD
18,COMOLSD
19,MOEAD
20,COMOLSD
21,COMOLSD
22,COMOLSD
23,MOEAD
24,MOEAD
25,COMOLSD
26,MOEAD
27,COMOLSD
28,MOEAD
29,COMOLSD
30,MOEAD
31,MOEAD
32,COMOLSD
33,MOEAD
34,COMOLSD
35,MOEAD
36,MOEAD
37,COMOLSD
38,MOEAD
39,COMOLSD
40,MOEAD
41,COMOLSD
42,COMOLSD
43,MOEAD
44,MOEAD
45,COMOLSD
46,COMOLSD
47,COMOLSD
48,COMOLSD
49,MOEAD
50,MOEAD
51,COMOLSD
52,MOEAD
53,COMOLSD
54,MOEAD
55,COMOLSD
56,COMOLSD
57,COMOLSD
58,MOEAD
59,COMOLSD
60,MOEAD
61,MOEAD
62,MOEAD
63,COMOLSD
64,COMOLSD
65,COMOLSD
66,MOEAD
67,COMOLSD
68,COMOLSD
69,COMOLSD
70,COMOLSD
71,MOEAD
72,COMOLSD
73,MOEAD
74,COMOLSD
75,COMOLSD
76,COMOLSD
77,COMOLSD
78,COMOLSD
79,MOEAD
80,COMOLSD
81,COMOLSD
82,COMOLSD
83,COMOLSD
84,COMOLSD
85,MOEAD
86,COMOLSD
87,COMOLSD
88,COMOLSD
89,COMOLSD
90,MOEAD
91,MOEAD
92,COMOLSD
93,COMOLSD
94,COMOLSD
95,MOEAD
96,MOEAD
97,COMOLSD
98,COMOLSD
99,COMOLSD
