Feature,Importance
INF_sd,0.1816671905304929
INC_sd,0.11000777105192068
SUP_sd,0.10337876727534187
IND_r1,0.08888032354819836
IND_avg,0.05924956999332932
INF_kr,0.056419861566001026
INC_avg,0.050513169151110225
SUP_r1,0.046565426107835775
INF_r1,0.045284707814486416
SUP_avg,0.036570719995162176
INF_avg,0.03501428360031225
INC_r1,0.03460216055347644
INC_kr,0.026695520984869443
IND_sk,0.02003169227660578
SUP_kr,0.01978662725612509
IND_kr,0.019342519860280193
INC_sk,0.0189952315507219
SUP_sk,0.017125577621595355
INF_sk,0.01675982905993348
IND_sd,0.013109050202201256
