Feature,Importance
SUP_sd,0.23849855767237144
INF_sd,0.1801998065795432
INC_sd,0.07229585521413479
INF_sk,0.05929349763757239
INC_avg,0.057691813742008546
IND_r1,0.04687467973116351
INF_avg,0.044502641773070645
IND_avg,0.04278866277795194
SUP_r1,0.03740832460432249
SUP_kr,0.03205288575402858
INC_r1,0.031557404475480985
INF_r1,0.029340627555433593
INC_sk,0.027910196970510226
IND_sk,0.018035433450463666
INC_kr,0.017748059179728354
SUP_sk,0.015171395054043827
IND_kr,0.01303271206332443
SUP_avg,0.012027913640891619
IND_sd,0.011944983673449587
INF_kr,0.011624548450506296
