Feature,Importance
INF_sd,0.20053638824272105
IND_avg,0.1579761978051871
INC_r1,0.07813616748458975
INF_r1,0.060562868559697586
INC_sd,0.05754914262715133
INF_avg,0.04928924957046472
SUP_sd,0.048362134281532125
INC_avg,0.0420069538715578
SUP_sk,0.03798956340916269
INC_kr,0.03629987333185579
INF_kr,0.03435438174333543
IND_kr,0.030424555535158708
SUP_avg,0.02867484327134432
SUP_r1,0.02493823773441685
IND_r1,0.02348328112216512
IND_sd,0.02345316156018069
SUP_kr,0.022551299963747173
INC_sk,0.021451972936068122
IND_sk,0.013097524060833959
INF_sk,0.008862202888829836
