Feature,Importance
IND_avg,0.21417475299486669
IND_sd,0.10798840255548738
INC_r1,0.10549380875162669
SUP_sd,0.09385907830211793
INF_sd,0.08788892267140054
INC_avg,0.069002755047888
INC_sd,0.043513391662904806
IND_r1,0.038344608957073575
INF_kr,0.03816606191326699
INF_avg,0.036332815329896434
INC_sk,0.031254081156832855
INC_kr,0.022240692506350267
SUP_r1,0.02108754934067925
IND_kr,0.02049422576180893
INF_r1,0.018336953702424077
IND_sk,0.015038875250828533
SUP_kr,0.013508198055831923
SUP_sk,0.010706042700123713
SUP_avg,0.009683137158957677
INF_sk,0.002885646179633776
