Feature,Importance
IND_avg,0.17701993584636055
IND_kr,0.15228283550458446
IND_sd,0.08754802704702566
IND_sk,0.06666239924329145
INC_r1,0.06597302807190253
INC_avg,0.06296642318715297
INC_sd,0.05994712172728574
INF_r1,0.04916464404504346
INF_sd,0.04847295883773211
INC_kr,0.039963264862070906
INF_sk,0.031232844172783505
SUP_avg,0.02643391851444637
INF_avg,0.024539326215138747
SUP_r1,0.021343380773739033
INF_kr,0.019605358615623056
SUP_sk,0.016870181088340767
SUP_kr,0.01471730040590299
IND_r1,0.014654904206351045
INC_sk,0.011780191914110815
SUP_sd,0.008821955721113786
