Feature,Importance
INF_sd,0.20495563206911968
INF_kr,0.141206667008473
INC_sd,0.1253145717113028
INC_avg,0.07458940815942113
INF_avg,0.07363965762476593
INF_r1,0.0663794771401365
IND_avg,0.06280501326794505
INC_kr,0.05737887865647008
INC_r1,0.057299983462774845
IND_sk,0.029352268867106335
IND_kr,0.023911554004944893
SUP_avg,0.015272238805787954
INF_sk,0.014555695528000538
SUP_r1,0.01449300072693167
IND_r1,0.012879363208405553
INC_sk,0.009921673266602404
IND_sd,0.006662916876865243
SUP_sd,0.003979284573314508
SUP_kr,0.0027161898218639384
SUP_sk,0.002686525219767856
