Feature,Importance
INC_avg,0.1312064164713346
INF_sd,0.10629004465976456
SUP_sk,0.10512208030888073
IND_sk,0.10111743622548419
INC_sd,0.09640288148868524
INF_r1,0.07714939615927652
INF_avg,0.06357773809669943
IND_kr,0.06302352113807186
IND_sd,0.05363439106520062
SUP_avg,0.04649412056240192
SUP_sd,0.04019402575008978
IND_avg,0.035478222325937295
SUP_r1,0.028219071045502322
INC_r1,0.017776977372043357
INC_kr,0.013248693535444698
INC_sk,0.00559248243493288
INF_sk,0.004837044280451461
SUP_kr,0.0044442545461228855
IND_r1,0.0035970880599625436
INF_kr,0.00259411447371316
