Feature,Importance
INC_sd,0.1575510568345962
INF_sd,0.14649084623564723
INF_sk,0.10421427862196793
IND_r1,0.08829368407301287
INC_r1,0.08455855053029278
SUP_avg,0.06401379833156674
INC_avg,0.05114063435928164
INF_avg,0.04747149786671184
INC_kr,0.04021010888440724
INF_r1,0.03291482378793381
IND_sd,0.03260437971722402
SUP_sd,0.0300254560206234
INC_sk,0.025081681854653304
INF_kr,0.02319686822337788
IND_avg,0.0213706026909159
SUP_sk,0.017888013280780893
SUP_kr,0.015419226091095467
IND_sk,0.008196747977259894
SUP_r1,0.005697584924535532
IND_kr,0.003660159694115473
