Feature,Importance
INC_sd,0.21093254789727034
INC_avg,0.11518164383328157
INF_sd,0.0924278982164659
INF_avg,0.08407224177075634
INC_sk,0.07774947670095128
SUP_sd,0.0743343505985709
SUP_avg,0.06877247174502268
INC_kr,0.057780434166286865
IND_r1,0.04629728674554356
IND_avg,0.04284145783843043
SUP_sk,0.039557594347721166
SUP_kr,0.020821612735203367
INF_r1,0.016437656668258874
INF_kr,0.013280403801305069
SUP_r1,0.010423689277137169
INC_r1,0.009483775402565998
IND_kr,0.0068395768593797965
INF_sk,0.006728346201991502
IND_sk,0.003784799289687305
IND_sd,0.0022527359041698875
