Feature,Importance
INF_sd,0.19334495883238664
INF_kr,0.17822859746474295
INC_sd,0.11378882729597384
INF_avg,0.09486948549311908
INC_avg,0.08103302793562728
IND_avg,0.06969375029284822
INC_r1,0.05389646027127703
INF_r1,0.04467170419660579
INC_kr,0.035935256424533685
IND_sk,0.031089287396201537
IND_r1,0.01758107408143863
SUP_avg,0.015837905144997208
IND_kr,0.014751874879440416
INF_sk,0.014715073580077625
SUP_r1,0.01135556148902515
IND_sd,0.01048445242936189
INC_sk,0.009311105032655698
SUP_sd,0.004301705768936138
SUP_kr,0.0027752923642854325
SUP_sk,0.002334599626465769
