Feature,Importance
INF_kr,0.26848239657324496
INC_sd,0.14461980334583077
IND_avg,0.11444812967480159
INC_r1,0.07123509027965713
INC_sk,0.06195449676438316
INF_sd,0.059368509955569415
INF_avg,0.055236281728808415
INF_sk,0.03527763482723476
INC_avg,0.03183586942556578
SUP_avg,0.031247745007097375
IND_sd,0.02370930307490698
INF_r1,0.022301938765305382
IND_kr,0.02166284078672461
SUP_r1,0.020384010023614927
SUP_sk,0.015446847864272773
INC_kr,0.007972068407572247
IND_r1,0.006166155724169215
SUP_sd,0.0032804819286522454
SUP_kr,0.002881955844065998
IND_sk,0.0024884399985223306
