Generation 0 | Revalues: 100 | GridSize: 2
Generation 1 | Revalues: 29380 | GridSize: 297
Generation 2 | Revalues: 39690 | GridSize: 300
Generation 3 | Revalues: 44400 | GridSize: 300
Generation 4 | Revalues: 50880 | GridSize: 300
Generation 5 | Revalues: 54150 | GridSize: 295
Generation 6 | Revalues: 58210 | GridSize: 300
Generation 7 | Revalues: 60420 | GridSize: 300
Generation 8 | Revalues: 61930 | GridSize: 300
Generation 9 | Revalues: 63800 | GridSize: 299
Generation 10 | Revalues: 65920 | GridSize: 300
Generation 11 | Revalues: 67630 | GridSize: 300
Generation 12 | Revalues: 69340 | GridSize: 299
Generation 13 | Revalues: 70970 | GridSize: 300
Generation 14 | Revalues: 72530 | GridSize: 300
Generation 15 | Revalues: 73890 | GridSize: 299
Generation 16 | Revalues: 75950 | GridSize: 300
Generation 17 | Revalues: 78230 | GridSize: 300
Generation 18 | Revalues: 79680 | GridSize: 300
Generation 19 | Revalues: 81200 | GridSize: 300
Generation 20 | Revalues: 83010 | GridSize: 300
Generation 21 | Revalues: 85000 | GridSize: 300
Generation 22 | Revalues: 86620 | GridSize: 300
Generation 23 | Revalues: 88070 | GridSize: 300
Generation 24 | Revalues: 89610 | GridSize: 300
Generation 25 | Revalues: 90840 | GridSize: 299
Generation 26 | Revalues: 92130 | GridSize: 300
Generation 27 | Revalues: 93390 | GridSize: 300
Generation 28 | Revalues: 94850 | GridSize: 300
Generation 29 | Revalues: 96430 | GridSize: 300
Generation 30 | Revalues: 97630 | GridSize: 300
Generation 31 | Revalues: 98730 | GridSize: 300
Generation 32 | Revalues: 99980 | GridSize: 300
Generation 33 | Revalues: 101450 | GridSize: 300
Generation 34 | Revalues: 103070 | GridSize: 300
Generation 35 | Revalues: 104320 | GridSize: 300
Generation 36 | Revalues: 106180 | GridSize: 300
Generation 37 | Revalues: 107530 | GridSize: 300
Generation 38 | Revalues: 108930 | GridSize: 300
Generation 39 | Revalues: 110500 | GridSize: 300
Generation 40 | Revalues: 111770 | GridSize: 299
Generation 41 | Revalues: 113280 | GridSize: 300
Generation 42 | Revalues: 114520 | GridSize: 300
Generation 43 | Revalues: 115890 | GridSize: 300
Generation 44 | Revalues: 117190 | GridSize: 299
Generation 45 | Revalues: 118320 | GridSize: 300
Generation 46 | Revalues: 119440 | GridSize: 300
Generation 47 | Revalues: 120800 | GridSize: 298
Generation 48 | Revalues: 122000 | GridSize: 300
