Feature,Importance
INF_kr,0.12821633962469006
INC_avg,0.10249094596703882
INF_sd,0.07949894280828014
INF_sk,0.07371567731237309
INF_avg,0.06815924011104026
INF_r1,0.06280464634057877
SUP_sd,0.05405809815239397
IND_sd,0.05382241923552636
INC_sd,0.05044717827531848
SUP_r1,0.04260797634353437
IND_sk,0.03617650331370108
IND_avg,0.0338140616349819
SUP_sk,0.03294185856494196
INC_sk,0.029739154577254026
IND_kr,0.029598049752136747
INC_kr,0.026491588566356267
IND_r1,0.02595515554702838
INC_r1,0.02483808517212827
SUP_kr,0.023351111472242718
SUP_avg,0.021272967228454242
