Feature,Importance
SUP_sd,0.12793464651444822
INF_sk,0.0984150476075918
INC_avg,0.0931616196910758
INF_avg,0.0870385422511966
SUP_sk,0.06263883941211616
INC_kr,0.059229881565240616
INC_sk,0.05776255075493303
SUP_r1,0.041476508187377734
INF_sd,0.04111466268013115
IND_avg,0.04074440067119072
INC_sd,0.039759395933058474
INF_kr,0.0316703514718545
INF_r1,0.031572897668779014
SUP_avg,0.0312683100046227
INC_r1,0.02924508379786594
IND_sk,0.028714171547000303
IND_sd,0.02846791119202357
IND_kr,0.024710633578444857
SUP_kr,0.023599493652895244
IND_r1,0.021475051818153693
