Feature,Importance
INC_sd,0.15171162664380677
INF_sd,0.14236547861871343
SUP_r1,0.13513541817918232
SUP_sd,0.08197761805021014
INF_avg,0.0808093334569065
INC_r1,0.044675276270109004
INF_sk,0.04400162983495901
INF_r1,0.0337690059924314
IND_sk,0.03280826334350859
IND_sd,0.029707585734734327
INC_avg,0.02720312933800714
INF_kr,0.0265841302571306
INC_kr,0.02657978627974173
IND_r1,0.026323966175796586
IND_avg,0.022744623154112967
SUP_avg,0.02269083472904784
SUP_kr,0.01940803511194525
IND_kr,0.019025267076656978
INC_sk,0.016803207645490287
SUP_sk,0.015675784107509225
