Generation 0 | Revalues: 100 | GridSize: 3
Generation 1 | Revalues: 28180 | GridSize: 300
Generation 2 | Revalues: 32940 | GridSize: 300
Generation 3 | Revalues: 36280 | GridSize: 299
Generation 4 | Revalues: 40150 | GridSize: 296
Generation 5 | Revalues: 44480 | GridSize: 298
Generation 6 | Revalues: 46630 | GridSize: 300
Generation 7 | Revalues: 48500 | GridSize: 300
Generation 8 | Revalues: 50770 | GridSize: 300
Generation 9 | Revalues: 53980 | GridSize: 295
Generation 10 | Revalues: 56480 | GridSize: 298
Generation 11 | Revalues: 58560 | GridSize: 300
Generation 12 | Revalues: 60460 | GridSize: 296
Generation 13 | Revalues: 62050 | GridSize: 300
Generation 14 | Revalues: 63790 | GridSize: 294
Generation 15 | Revalues: 65570 | GridSize: 300
Generation 16 | Revalues: 68090 | GridSize: 300
Generation 17 | Revalues: 69140 | GridSize: 300
Generation 18 | Revalues: 71070 | GridSize: 299
Generation 19 | Revalues: 72340 | GridSize: 300
Generation 20 | Revalues: 73900 | GridSize: 298
Generation 21 | Revalues: 75430 | GridSize: 300
Generation 22 | Revalues: 77490 | GridSize: 296
Generation 23 | Revalues: 78730 | GridSize: 300
Generation 24 | Revalues: 79930 | GridSize: 298
Generation 25 | Revalues: 81580 | GridSize: 300
Generation 26 | Revalues: 82790 | GridSize: 300
Generation 27 | Revalues: 84050 | GridSize: 300
Generation 28 | Revalues: 85220 | GridSize: 293
Generation 29 | Revalues: 86570 | GridSize: 298
Generation 30 | Revalues: 87910 | GridSize: 300
Generation 31 | Revalues: 89690 | GridSize: 298
Generation 32 | Revalues: 91620 | GridSize: 300
Generation 33 | Revalues: 92950 | GridSize: 299
Generation 34 | Revalues: 94530 | GridSize: 300
Generation 35 | Revalues: 96350 | GridSize: 300
Generation 36 | Revalues: 97510 | GridSize: 300
Generation 37 | Revalues: 98940 | GridSize: 300
Generation 38 | Revalues: 100350 | GridSize: 300
Generation 39 | Revalues: 102430 | GridSize: 300
Generation 40 | Revalues: 103640 | GridSize: 300
Generation 41 | Revalues: 105150 | GridSize: 300
Generation 42 | Revalues: 106400 | GridSize: 300
Generation 43 | Revalues: 107450 | GridSize: 300
Generation 44 | Revalues: 108930 | GridSize: 298
Generation 45 | Revalues: 110200 | GridSize: 300
Generation 46 | Revalues: 111780 | GridSize: 294
Generation 47 | Revalues: 113220 | GridSize: 300
Generation 48 | Revalues: 114510 | GridSize: 298
Generation 49 | Revalues: 115710 | GridSize: 300
Generation 50 | Revalues: 116750 | GridSize: 300
Generation 51 | Revalues: 117820 | GridSize: 300
Generation 52 | Revalues: 119290 | GridSize: 296
Generation 53 | Revalues: 120520 | GridSize: 300
Generation 54 | Revalues: 121660 | GridSize: 300
Generation 55 | Revalues: 123070 | GridSize: 300
Generation 56 | Revalues: 124600 | GridSize: 300
Generation 57 | Revalues: 126160 | GridSize: 300
Generation 58 | Revalues: 127420 | GridSize: 300
Generation 59 | Revalues: 128770 | GridSize: 300
Generation 60 | Revalues: 129850 | GridSize: 300
Generation 61 | Revalues: 131100 | GridSize: 300
Generation 62 | Revalues: 132280 | GridSize: 300
Generation 63 | Revalues: 133700 | GridSize: 293
Generation 64 | Revalues: 134990 | GridSize: 298
Generation 65 | Revalues: 136390 | GridSize: 292
Generation 66 | Revalues: 137940 | GridSize: 295
Generation 67 | Revalues: 139250 | GridSize: 298
Generation 68 | Revalues: 140510 | GridSize: 300
Generation 69 | Revalues: 141640 | GridSize: 300
Generation 70 | Revalues: 142820 | GridSize: 300
Generation 71 | Revalues: 144050 | GridSize: 300
Generation 72 | Revalues: 145330 | GridSize: 299
Generation 73 | Revalues: 146450 | GridSize: 300
Generation 74 | Revalues: 147610 | GridSize: 296
Generation 75 | Revalues: 148980 | GridSize: 300
Generation 76 | Revalues: 150100 | GridSize: 300
Generation 77 | Revalues: 151270 | GridSize: 300
Generation 78 | Revalues: 152340 | GridSize: 300
Generation 79 | Revalues: 153490 | GridSize: 297
Generation 80 | Revalues: 154590 | GridSize: 300
Generation 81 | Revalues: 155630 | GridSize: 300
Generation 82 | Revalues: 157000 | GridSize: 298
Generation 83 | Revalues: 158810 | GridSize: 300
Generation 84 | Revalues: 159950 | GridSize: 294
Generation 85 | Revalues: 161280 | GridSize: 300
Generation 86 | Revalues: 162510 | GridSize: 298
Generation 87 | Revalues: 163760 | GridSize: 295
Generation 88 | Revalues: 165000 | GridSize: 300
Generation 89 | Revalues: 166040 | GridSize: 300
